confidence_level,created_at,description,description_en,display_name,display_name_en,followers_count,following_count,iteration_source,location,manual_person_vs_organization,person_vs_organization,predicted_class,profile_banner_url,profile_image_url,statuses_count,uncertainty_score,url,username,verified
,January 2023,,,spinoss,,1.0,19.0,2,,2,2.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,0.0,,,_sky_tw,False
,November 2021,,,soosoo~,,27.0,85.0,2,,1,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,79.0,,,_soommiii_,False
,July 2022,《دنیا همه هیچ و اهل دنیا همه هیچ، ای هیچ برای هیچ بر هیچ مپیچ》,,Starboy ⭐️,,806.0,5214.0,2,Iran ☼𓃬,1,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,3509.0,,,_starboy369,False
,May 2009,"Afro-encycopaedic Fashion 52 Bompas Road, Dunkeld, Johannesburg  Tuesday - Friday: 09:00 to 17:00 Saturdays: 09:00 to 15:00",,Thebe Magugu,,,314.0,2,,0,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,821.0,,,_thebemagugu_,False
,October 2012,«ستادِ کیوت‌سازیِ توئیتر»      ممکنه دیر جواب بدم، معذرت می‌خوام ⁦,,Jimbo! 🌈🕕🌞,,757.0,237.0,2,سرزمین غیرمادری,1,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,,_thejimbo_,False
,June 2018,بازمانده ۱۴ اکتبر | همه‌کاره/هیچ‌کاره,,LEFTOVER,,462.0,563.0,2,خارج,0,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,8309.0,,,_theleftover,False
,June 2020,@ useless_goth_thembo_ in Twitch chat | Avantris brainrot still going strong | D&D/RPG/TTRPG things | Maker and collector of many math rocks (dice) |,,Definitely Not a Mimic,,19.0,124.0,2,,2,2.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,36.0,,,_uselessgothdm,False
,April 2019,Follows Pakhtakor and all things Uzbek football related. Back up account  @Uzbek_football,,Conor 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇺🇿,,2813.0,331.0,2,"Newcastle Upon Tyne, England",1,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,,_uzbekfootball,False
,November 2012,"I may be wicked, but still I gave an onion. (Real name is Rhys)",,Logan,,810.0,2000.0,2,,1,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,4889.0,,,_x_wolverine,False
,December 2023,‌یازیرام، دۆزدۆ قاتیل_ قاتیلمییرسان آتیل_یانلیش دی دۆزۆن یاز | بیربئلهروانپریش,,səs siz,,532.0,436.0,2,Güney Azərbaycan,1,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,,_ya_karim_,False
0.6117775744009881,June 2022,We back bold entrepreneurs building the next internet.  Posts are not investment advice or an advertisement for investment services. See  a16z.com/disclosures,We back bold entrepreneurs building the next internet.  Posts are not investment advice or an advertisement for investment services. See  a16z.com/disclosures,a16z crypto,a16z crypto,,511.0,3,,0,,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,7127.0,0.3882224255990119,,a16zcrypto,False
,December 2025,,,Abdullah_AL lime,,0.0,13.0,2,,1,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,0.0,,,a2bdullah_,False
,June 2014,LIVE AND LET LIVE,,אביב AVIV 🇮🇱,,3028.0,7496.0,2,ישראל,1,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,,a8484aviv,False
,December 2019,نماینده دوره دهم و یازدهم مردم تبریز، اسکو و آذرشهر در مجلس شورای اسلامی|استاندار اسبق آذربایجان شرقی t.me/ahmadalirezabe …,,احمد علیرضابیگی,,3823.0,30.0,2,Islamic Republic of Iran,1,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,427.0,,,a_alirezabeigi,False
0.6004788777820379,March 2020,"To Achieve Victory, One Must Plan","To Achieve Victory, One Must Plan",A Nazari,A study,21.0,276.0,3,Islamic Republic of Iran,1,,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1.0,0.3995211222179621,,a_nazari99,False
,May 2024,اللَّهُمَّ لَا تَدَع لي أمْراً إِلَّا يَسَّرَتْهُ وَلَا حُلْماً إِلَّا حَقَّقَتَهُ,,حــزامـ,,389.0,943.0,2,ID52159146623,1,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,,a_s_v_t_r,False
0.5930870226362558,October 2016,Welcome to the Jungle! (here mostly in farsi),Welcome to the Jungle! (here mostly in farsi),Arash Sarkohi,Arash Sarkohi,2995.0,702.0,3,,1,,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1854.0,0.4069129773637442,,a_sarkohi,False
,May 2023,خبرنگار,,عارفه سلیمانی,,14.0,93.0,2,,1,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,27.0,,,a_soleimani_f,False
0.5186744213569471,October 2024,innovationtechinvest.com the best platform where you can be making steady income from bitcoin       build your own empire so that you will grow,innovationtechinvest.com the best platform where you can be making steady income from bitcoin       build your own empire so that you will grow,dominika janik,dominika janik,700.0,7498.0,3,Poland,1,,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,553.0,0.4813255786430529,,aaction414,False
,May 2014,AAIHS was founded to foster dialogue about #Black thought & culture. We publish the blog  @BlkPerspectives  (President:  @robgreeneII ):  bit.ly/2iEQ4uU,,AAIHS,,36100.0,108.0,2,,0,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,6145.0,,,aaihs,False
0.5599234236052376,July 2025,"Add $10,000+ to your average client value using our AI Pricing Recommendations and Market Benchmarks.  Generate flawless PDF Quotes that actually CONVERT.","Add $10,000+ to your average client value using our AI Pricing Recommendations and Market Benchmarks.  Generate flawless PDF Quotes that actually CONVERT.",Aarav Tyagi,Aarav Tyagi,0.0,17.0,3,"London, United Kingdom",0,,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,0.0,0.4400765763947624,,aaravtyagi_x,False
,February 2012,Vice-President of Executive Board of Int’l Music Council | Music Producer | Musician,,Ardavan Jafarian,,161.0,123.0,2,Neverland,1,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,377.0,,,aardavann,False
0.6026224816801868,June 2025,"As a financial analyst & representative at Stratos Finance Ltd, I believe the right connections build strong finances. If we become friends, it’s not just frien","As a financial analyst & representative at Stratos Finance Ltd, I believe the right connections build strong finances. If we become friends, it’s not just frien",Aarna Patel 🦋,Aarna Patel 🦋,465.0,7165.0,3,Jakarta Indonesia,1,,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,35.0,0.3973775183198131,,aarnapatel68,False
,April 2008,"We're the flagship magazine of the ABA, covering the trends, people and finances of the legal profession from Wall Street to Main Street to Pennsylvania Avenue.",,ABA Journal,,,1364.0,2,ABAJournal.com,0,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,6157.0,,,abajournal,False
,August 2010,Journalist; Senior research fellow at the Center for Middle East Strategic Studies (CMESS). DMs open | Persian account (صفحه فارسی):  @AbasInfo,,Abas Aslani,,,2482.0,2,Tehran,1,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,6158.0,,,abasaslani,False
,July 2016,عباس اصلانی | صفحه فارسی |خبرنگار و پژوهشگر در حوزه سیاست خارجی و بین‌الملل   | صفحه انگلیسی (English account):  @AbasAslani,,Abas Aslani | عباس اصلانی,,1213.0,505.0,2,تهران,1,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,2528.0,,,abasinfo,False
,October 2008,"New York's #1 news, Channel 7 Eyewitness News. WABC-TV. Comments & photos shared here or using #abc7NY could be used on any ABC platforms.",,Eyewitness News,,725200.0,725.0,2,New York City,0,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,,abc7ny,False
0.5060636029657328,January 2012,"The official X for #SharkTank. New episodes return Wednesday, January 7 on ABC and Stream on Hulu!","The official X for #SharkTank. New episodes return Wednesday, January 7 on ABC and Stream on Hulu!",Shark Tank,Shark Tank,,301.0,3,The Shark Tank,0,,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,6158.0,0.4939363970342671,,abcsharktank,False
,November 2025,,,Abdelmonim Elgak,,0.0,15.0,2,,2,2.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1.0,,,abdelmonim68330,False
0.5834113508044024,September 2020,منشق من منظمة بدر وصاحب قناة على اليوتيوب ( قناة الأسير العراقي )  youtube.com/channel/UCbIAj …,A defector from the Badr Organization and owner of a YouTube channel (The Iraqi Prisoner Channel) youtube.com/channel/UCbIAj…,عبدالرزاق الحيالي,Abdul Razzaq Al Hayali,,2406.0,3,,1,,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1793.0,0.4165886491955975,,abdelra07745930,False
0.518526750436421,May 2020,"Official English Account of  Pres. of Darululoom Zahedan, Iran;  Friday Imam of Sunnis in Zahedan; Member of the Supreme Council of the MWL.","Official English Account of  Pres. of Darululoom Zahedan, Iran;  Friday Imam of Sunnis in Zahedan; Member of the Supreme Council of the MWL.",Mawlana Abdol-Hamid,Mawlana Abdul-Hamid,4410.0,2.0,3,"Zahedan, Iran",1,,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,922.0,0.4814732495635789,,abdolhamid_net,False
,June 2014,"Writer,Director,Producer //  agiff.arkgate.ca",,Abdolreza Kahani,,20700.0,299.0,2,,1,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,247.0,,,abdolrezakahani,False
0.5460324475458792,January 2012,Secretary General of the Komala Party of Iranian Kurdistan,Secretary General of the Komala Party of Iranian Kurdistan,Abdullah Mohtadi,Abdullah Mohtadi,,430.0,3,,1,,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,647.0,0.4539675524541208,,abdullahmohtadi,False
,June 2025,يمني يبحث عن وطن.!,,محمد المعمري,,6.0,118.0,2,اليمن,1,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,253.0,,,abdulsalamdoct,False
,May 2019,Earnestly striving to achieve the honour of becoming one of the sincere slaves of Sayeda Fatima al-Zahraa (as).,,عبدالزهراء عبدالحسين,,2430.0,366.0,2,جنة الخدام بين الحرمين,2,2.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,5896.0,,,abdulzahraa_,False
,September 2025,,,Zain Al-Ameri,,17.0,552.0,2,,2,2.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,10.0,,,abdynal18132,False
,July 2017,"Assistant Professor in Islamic Philosophy & History, Leiden University| Series Editor, Islamic Thought & History| Editor in Chief, Taḥqīq Journal, Brill.",,Ahab Bdaiwi איהאבּ ܐܝܗܐܒ,,33500.0,937.0,2,Leiden/London,1,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,4281.0,,https://x.com/abhistoria,abhistoria,False
,September 2022,SFF Author on Submission | Agent  @BookFairyAngus  | Doctor Husband and Dance Dad | Jiu Jitsu | Retired Gamer | Dark Academia WIP,,A.B. Koga,,643.0,633.0,2,Scottsdale,1,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1953.0,,,abkoga,False
,March 2015,Red de Liderazgo y Desarrollo Profesional para abogadas en México.,,Abogadas MX,,4618.0,839.0,2,Mexico,0,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,3107.0,,,abogadasmx,False
,March 2025,Nasdaq: ABTC | Building America's Bitcoin infrastructure backbone,,American Bitcoin,,49600.0,6.0,2,USA,0,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,374.0,,,abtc,False
0.5150706570487548,September 2016,الصفحة الرسمية لرئيس حزب اقتدار وطن السياسي العراقي The president of the Iraqi political party Eqtadar Watan  t.me/abttaniq,The official page of the President of the Iraqi political party Eqtadar Watan t.me/abttaniq,عبد الحسين عبطان,Abdul Hussein Abtan,,2970.0,3,Iraq,1,,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,2673.0,0.4849293429512452,,abttaniq,False
,August 2023,المسؤول الأمني لكتائب حزب الله في العراق,,ابو علي العسكري,,2697.0,0.0,2,Iraq,1,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,4.0,,,abu_al_askary,False
,September 2025,,,عبدالله الخالدي,,0.0,16.0,2,,1,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,4.0,,,abu_aqeel86,False
0.5545222334035932,July 2024,"Historian of sports and intercommunality in the late Ottoman Empire | Associate Professor  @SkidmoreCollege   | ""The Ottoman World of Sports""  @UTexasPress","Historian of sports and intercommunality in the late Ottoman Empire | Associate Professor  @SkidmoreCollege   | ""The Ottoman World of Sports""  @UTexasPress",Murat C. Yıldız مراد جهان ييلديز,Murat C. Yıldız,234.0,2781.0,3,"Niskayuna, NY",1,,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,31.0,0.4454777665964068,,abusamiyildiz,False
,September 2025,,,سجاد ابو مهدي,,0.0,70.0,2,,1,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,0.0,,,abwmhdy75844,False
0.558021774230367,January 2012,"KPBS metro reporter. Creator/host of Freeway Exit, a podcast about freeways.  @WeMakeKPBS  steward. Gaily homosexual.  I no longer post here, follow me on Bluesky","KPBS metro reporter. Creator/host of Freeway Exit, a podcast about freeways.  @WeMakeKPBS  steward. Gaily homosexual.  I no longer post here, follow me on Bluesky",Andrew Bowen (he/him),Andrew Bowen (he/him),7134.0,2760.0,3,"San Diego, CA",1,,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0.4419782257696329,,acbowen,False
0.5682888124557635,January 2025,"…and then, as the tale goes, there was a Question. The Oldest Question in the Universe: Who are you when there is No Grey Area?","…and then, as the tale goes, there was a Question. The Oldest Question in the Universe: Who are you when there is No Grey Area?",The Doctor,The Doctor,176.0,592.0,3,United States,1,,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,2790.0,0.4317111875442365,,acovertcovfefe,False
0.6004788777820379,March 2024,Empowering civil society to create change after atrocity.   Email us: preventingac@thedutylegacy.org.uk,Empowering civil society to create change after atrocity.   Email us: preventingac@thedutylegacy.org.uk,The Alliance for the Prevention of Atrocity Crimes,The Alliance for the Prevention of Atrocity Crimes,296.0,462.0,3,"England, United Kingdom",0,,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,546.0,0.3995211222179621,,acpreventiontdl,False
,February 2021,,,acrvir,,0.0,42.0,2,,2,2.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1.0,,,acrvir,False
0.5770537669001132,July 2012,The most successful Czech club.  Follow  @ACSparta_CZ  for tweets in Czech.,The most successful Czech club.  Follow  @ACSparta_CZ  for tweets in Czech.,AC Sparta Prague,AC Sparta Prague,,193.0,3,Prague,0,,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,9926.0,0.4229462330998867,,acsparta_en,False
0.569091516719463,November 2021,"The World’s Largest Online Actors Event Presented by  @actingandvoice   May 20-22, 2022  150+ Speakers  Celebrities  100% Online Tickets","The World’s Largest Online Actors Event Presented by  @actingandvoice   May 20-22, 2022  150+ Speakers  Celebrities  100% Online Tickets",Actors Summit,Actors Summit,1129.0,1018.0,3,,0,,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,54.0,0.430908483280537,,actorssum,False
0.6019122269899048,July 2013,"A nonprofit, cost-free software developer academy for women and gender expansive folks, changing the face of tech.","A nonprofit, cost-free software developer academy for women and gender expansive folks, changing the face of tech.",Ada Dev Academy,Ada Dev Academy,6402.0,744.0,3,"Seattle, Washington",0,,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,5503.0,0.3980877730100952,,adaacademy,False
0.5746629596987808,September 2022,"Medievalist, legal historian, French historian  @Penn . Author of Vernacular Law: The Reinvention of Customary Law in Medieval France (Cambridge, 2023)","Medievalist, legal historian, French historian  @Penn . Author of Vernacular Law: The Reinvention of Customary Law in Medieval France (Cambridge, 2023)",Ada Kuskowski,There's Kuskowski,362.0,480.0,3,,1,,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,303.0,0.4253370403012192,,adakuskowski,False
0.5158967926568617,September 2011,Celtics writer for The Boston Globe.    adam.himmelsbach@globe.com,Celtics writer for The Boston Globe.    adam.himmelsbach@globe.com,Adam Himmelsbach,Adam Himmelsbach,,612.0,3,Boston,1,,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,5022.0,0.4841032073431383,,adamhimmelsbach,False
,February 2014,"Welcome to the Amsterdam Law School!  We draw students worldwide, bringing a truly international atmosphere.  bsky.app/profile/uvalaw …",,Amsterdam Law School,,4154.0,2252.0,2,Amsterdam,0,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,4661.0,,,adamlawschool,False
0.5910884910592499,April 2010,"life is rough and we must fight to make it better, make it happy and live in harmony","life is rough and we must fight to make it better, make it happy and live in harmony",Adán Galindo Vaca,Adam Galindo Vaca,153.0,1215.0,3,"La Huacana, Michoacán, México",1,,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,969.0,0.4089115089407501,,adan_galindo,False
,May 2025,Okay but... I’m kinda close to stunning?  Come say hi in DMs.,,LilyPerry,,510.0,3722.0,2,where the vibes are,1,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1567.0,,,addyperry20,False
0.5233671353649157,November 2019,We are the charity ADHD UK. Helping everyone with ADHD thrive. Find us at:  adhduk.co.uk. Charity Commission registration number 1188365.,We are the charity ADHD UK. Helping everyone with ADHD thrive. Find us at:  adhduk.co.uk. Charity Commission registration number 1188365.,ADHD UK,ADHD UK,,22.0,3,"London, UK",0,,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,2113.0,0.4766328646350842,,adhdukcharity,False
0.5232043739552715,November 2015,"Host of the ""Tell the Truth"" Program","Host of the ""Tell the Truth"" Program",عدنان الطائي,Adnan Al-Taie,,469.0,3,"Istanbul, Turkey",1,,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,7109.0,0.4767956260447284,,adnanaltia,False
,September 2013,"Evangelion, Utena, Sailor Moon... c'est Noël avant l'heure",,Animation Digital Network,,385900.0,676.0,2,Paris,0,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1315.0,,,adnanime,False
,May 2024,,,آدرین,,14.0,539.0,2,,1,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,0.0,,,adryn848,False
0.5219706501406338,May 2019,Get the most out of your mobile & CTV advertising with competitive programmatic auctions and comprehensive reporting. Built by  @Timehop,Get the most out of your mobile & CTV advertising with competitive programmatic auctions and comprehensive reporting. Built by  @Timehop,Nimbus,Cloud,65.0,69.0,3,"New York, USA",0,,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,46.0,0.4780293498593662,,adsbynimbus,False
0.5733655117595999,June 2012,Adana Demirspor Kulübü Resmi X Hesabı / Official X Account Of Adana Demirspor Club,Adana Demirspor Club Official X Account / Official X Account Of Adana Demirspor Club,Adana Demirspor,Adana Demirspor,,10.0,3,Adana / TÜRKİYE,0,,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1315.0,0.4266344882404,,adskulubu,False
,June 2025,"Helping women control and maximize their wealth  Senior Advisor at Barron’s Top 25 Firm  CFP®, Masters in Taxation  CFA Level III Candidate",,"Rebecca Iacopelli, CFP®, MT",,10.0,27.0,2,"Philadelphia, PA",1,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,56.0,,,advisorbecki,False
0.595202317873228,June 2018,Το επίσημο Twitter account του ΑΘΛΗΤΙΚΟΥ ΣΩΜΑΤΕΙΟΥ ΑΕΚ - The Official Twitter account of AEK Athletic Club,The Official Twitter account of AEK Athletic Club - The Official Twitter account of AEK Athletic Club,AEK Athletic Club,AEK Athletic Club,4357.0,27.0,3,Ελλάς,0,,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0.404797682126772,,aek_official,False
,November 2025,"Greetings! I'm Serdar. I'm the founder of this small shop, born from the question: 'Why shouldn't everyone have easy access to striking art pieces?",,Aes Digitally Art Prints,,29.0,333.0,2,Turkey,0,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,32.0,,,aesdigitallyart,False
0.5946513239924626,August 2014,|27| just going through life,|27| just going through life,AF_Ghost,AF_Ghost,,1851.0,3,"Los Angeles, CA",1,,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,3955.0,0.4053486760075374,,af_ghost,False
0.5228300589637778,July 2009,Pour une République libre et laïque en Iran. Membre de la commission des affaires étrangères du Conseil national de la Résistance iranienne (CNRI) - Linkedin,For a free and secular Republic in Iran. Member of the Foreign Affairs Committee of the National Council of Resistance of Iran (NCRI) - Linkedin,Afchine Alavi,Afchine Alavi,,3018.0,3,France,1,,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1315.0,0.4771699410362222,,afchine_alavi,False
0.5075708857373511,April 2023,"*In love with the soil, not the politics. Iran is all of us — every culture, every voice.","*In love with the soil, not the politics. Iran is all of us — every culture, every voice.",🇮🇷✧صدای سکوت✧🇮🇷🇪🇭🇵🇰🇦🇫,🇮🇷✧صدای سکوت✧🇮🇷🇪🇭🇵🇰🇦🇫,626.0,5652.0,3,"Tebriz, ایران",0,,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,367.0,0.4924291142626489,,afghan271,False
,June 2020,The first official organization for Afghan #LGBTQ+ people based in Czech Republic,,Afghan LGBT Organization (ALO),,1190.0,401.0,2,Česká republika & Afghanistan,0,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,216.0,,,afghanlgbt,False
0.5396199038525236,January 2015,"Established to spearhead the eradication of FGM and enhance the empowerment of girls and women through the implementation of the Prohibition of FGM Act, 2011.","Established to spearhead the eradication of FGM and enhance the empowerment of girls and women through the implementation of the Prohibition of FGM Act, 2011.",Anti-FGM Board Kenya,Anti-FGM Board Kenya,,1799.0,3,Nairobi-Kenya,0,,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,3544.0,0.4603800961474764,,afgmboard,False
,August 2021,اولین شبکه خبری بین‌المللی ۲۴ ساعته افغانستان The First 24/7 International News Channel for Afghanistan,,Afghanistan International - افغانستان اینترنشنال,,19600.0,8.0,2,"UK, London",0,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,8.0,,,afintl_,False
,August 2020,آزادی,,سعید افکاری,,68900.0,78.0,2,,1,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1273.0,,,afkari_saeed,False
,July 2014,Don’t just pay later. #PayBetter Afterpay it in 4.,,Afterpay,,5939.0,521.0,2,Australia,0,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,964.0,,,afterpay_au,False
,September 2023,,,あがけるか,,100.0,3464.0,2,,1,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,0.0,,,agakeruka71284,False
0.5943510416247725,February 2025,"a week-long celebration of Agatha All Along fan works taking place 18-25th of May  organised by  @fixyfics  &  @derpswan , art by  @evgar_","a week-long celebration of Agatha All Along fan works taking place 18-25th of May  organised by  @fixyfics  &  @derpswan , art by  @evgar_",Agatha All Along Week,Agatha All Along Week,2931.0,5.0,3,,0,,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1548.0,0.4056489583752275,,agathaallweek,False
,August 2009,"Témoigner, décrypter, faire rêver, inventer : depuis plus de 30 ans, CAPA raconte le monde... avec un pas de côté. #CAPApresse #CAPAdrama  @CAPAcorporate",,CAPA,,7920.0,612.0,2,"Paris, France",0,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,5264.0,,,agencecapa,False
0.5552262688910014,June 2014,By  @rickwebb . Published by  @palgraveUSA .,By  @rickwebb . Published by  @palgraveUSA .,Agency The Book,Agency The Book,104.0,23.0,3,,0,,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,92.0,0.4447737311089986,,agencythebook,False
0.5139200218620438,December 2025,"Art, skin and attitude   Each image tells a story...  Do you dare to see it completely?","Art, skin and attitude   Each image tells a story...  Do you dare to see it completely?",Aghata,Misunderstanding,0.0,13.0,3,,1,,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,13.0,0.4860799781379562,,aghatac8,False
,July 2011,"Secretary General, Amnesty International. Ex UN Special Rapporteur and Columbia Univ. Tweets on human rights. Views my own.  @agnescallamard .bsky.socia",,Agnes Callamard,,,2694.0,2,London,1,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1307.0,,,agnescallamard,False
,November 2009,,,Armand Golpaygani,,197.0,471.0,2,"Paris, France",1,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,162.0,,,agolp,False
0.5990267959003288,March 2010,"¡Fanáticos a morir de EL MÁS GRANDE y más ganador  de México, el  @ClubAmerica  ! Nuestro amor es MONUMENTAL  Telegram:  t.me/aguilasmonumen …","Fans to die for THE BIGGEST and most winning in Mexico, the @ClubAmerica! Our love is MONUMENTAL Telegram: t.me/aguilasmonumen …",Águilas Monumental,Monumental Eagles,,148.0,3,México,0,,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1311.0,0.4009732040996712,,aguilasmonu,False
0.5442125284998722,May 2011,The Actors Department at AHA Talent.,The Actors Department at AHA Talent.,AHA Actors,AHA Actors,7853.0,639.0,3,London,0,,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,3922.0,0.4557874715001277,,ahaactors,False
,September 2009,The American Historical Association is the largest professional organization serving historians in all fields and all professions.  historians.org/join,,American Historical Association,,56300.0,2335.0,2,"Washington, D.C.",0,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1311.0,,,ahahistorians,False
