Name,Wikipedia_Link,wikidata_qid,wikidata_url,wikidata_gender,wikidata_occupation,wikidata_country_of_citizenship,wikidata_place_of_birth,wikidata_date_of_birth,Twitter_username,Twitter_url
Naubakht,https://en.wikipedia.org/wiki/Naubakht,Q5668442,https://www.wikidata.org/wiki/Q5668442,male,astrologer; astronomer,Abbasid Caliphate,Ahvaz,0750-01-01T00:00:00Z,,
Ya'qub ibn Tariq,https://en.wikipedia.org/wiki/Ya%27qub_ibn_Tariq,,,,,,,,,
Khalid ibn Abd al-Malik al-Marwarrudhi,https://en.wikipedia.org/wiki/Khalid_ibn_Abd_al-Malik_al-Marwarrudhi,Q2796360,https://www.wikidata.org/wiki/Q2796360,male,astrologer; astronomer; mathematician,Abbasid Caliphate,,0900-01-01T00:00:00Z,,
Abu'l-'Anbas Saymari,https://en.wikipedia.org/wiki/Abu%27l-%27Anbas_Saymari,,,,,,,,,
Abu Ma'shar al-Balkhi,https://en.wikipedia.org/wiki/Abu_Ma%27shar_al-Balkhi,,,,,,,,,
Banū Mūsā brothers,https://en.wikipedia.org/wiki/Ban%C5%AB_M%C5%ABs%C4%81_brothers,,,,,,,,,
Al-Farghani,https://en.wikipedia.org/wiki/Al-Farghani,Q336550,https://www.wikidata.org/wiki/Q336550,male,astrologer; astronomer; mathematician,Abbasid Caliphate,Ferghana Valley,,,
Habash al-Hasib,https://en.wikipedia.org/wiki/Habash_al-Hasib,Q2475262,https://www.wikidata.org/wiki/Q2475262,male,astronomer; mathematician,Abbasid Caliphate,Merv,0766-01-01T00:00:00Z,,
Abu al-Abbas Iranshahri,https://en.wikipedia.org/wiki/Abu_al-Abbas_Iranshahri,Q3660690,https://www.wikidata.org/wiki/Q3660690,male,astrologer; astronomer; mathematician; philosopher,Iran,Nishapur,0900-01-01T00:00:00Z,,
Al-Mahani,https://en.wikipedia.org/wiki/Al-Mahani,Q2594199,https://www.wikidata.org/wiki/Q2594199,male,astronomer; mathematician,,Mahan,0820-01-01T00:00:00Z,,
Al-Nayrizi,https://en.wikipedia.org/wiki/Al-Nayrizi,Q2988556,https://www.wikidata.org/wiki/Q2988556,male,astrologer; astronomer; engineer; mathematician,,Neyriz,0865-01-01T00:00:00Z,,
Sahl ibn Bishr,https://en.wikipedia.org/wiki/Sahl_ibn_Bishr,Q353889,https://www.wikidata.org/wiki/Q353889,male,astrologer; astronomer; mathematician; writer,Abbasid Caliphate,Amol,0786-01-01T00:00:00Z,,
Yahya ibn Abi Mansur,https://en.wikipedia.org/wiki/Yahya_ibn_Abi_Mansur,Q5909875,https://www.wikidata.org/wiki/Q5909875,male,astronomer,Iran,Amol,,,
Abu al-Hasan al-Ahwazi,https://en.wikipedia.org/wiki/Abu_al-Hasan_al-Ahwazi,Q28655379,https://www.wikidata.org/wiki/Q28655379,male,mathematician,Iran,,,,
Abu Ja'far al-Khazin,https://en.wikipedia.org/wiki/Abu_Ja%27far_al-Khazin,,,,,,,,,
Abu al-Wafa' al-Buzjani,https://en.wikipedia.org/wiki/Abu_al-Wafa%27_al-Buzjani,,,,,,,,,
Haseb-i Tabari,https://en.wikipedia.org/wiki/Haseb-i_Tabari,Q5942721,https://www.wikidata.org/wiki/Q5942721,male,astronomer; mathematician,Iran,Amol,,,
Abu-Mahmud Khujandi,https://en.wikipedia.org/wiki/Abu-Mahmud_Khujandi,Q335123,https://www.wikidata.org/wiki/Q335123,male,astrologer; astronomer; mathematician,Buyid dynasty; Samanid Empire,Khujand,0940-01-01T00:00:00Z,,
Abu Nasr Mansur,https://en.wikipedia.org/wiki/Abu_Nasr_Mansur,Q2383120,https://www.wikidata.org/wiki/Q2383120,male,astronomer; mathematician,Afrighids; Ghaznavid Empire; Ma'munids,Khwarazm,0960-01-01T00:00:00Z,,
Abu Sahl al-Quhi,https://en.wikipedia.org/wiki/Abu_Sahl_al-Quhi,Q335313,https://www.wikidata.org/wiki/Q335313,male,astrologer; astronomer; mathematician; physicist,Iran,Tabaristan,0940-01-01T00:00:00Z,,
Saghani,https://en.wikipedia.org/wiki/Saghani,Q2573704,https://www.wikidata.org/wiki/Q2573704,male,astrologer; astronomer; mathematician,Abbasid Caliphate,,http://www.wikidata.org/.well-known/genid/f83543dbc05708256c7ad3880a392b2c,,
Al-Sijzi,https://en.wikipedia.org/wiki/Al-Sijzi,Q2829280,https://www.wikidata.org/wiki/Q2829280,male,astrologer; astronomer; mathematician,,Sistan,0951-01-01T00:00:00Z,,
Abd al-Rahman al-Sufi,https://en.wikipedia.org/wiki/Abd_al-Rahman_al-Sufi,Q11075,https://www.wikidata.org/wiki/Q11075,male,astrologer; astronomer; mathematician; poet; translator,Buyid dynasty,Ray,0903-12-12T00:00:00Z,,
Abu'l-Hasan Bayhaqi,https://en.wikipedia.org/wiki/Abu%27l-Hasan_Bayhaqi,,,,,,,,,
Al-Kharaqī,https://en.wikipedia.org/wiki/Al-Kharaq%C4%AB,,,,,,,,,
Anvari,https://en.wikipedia.org/wiki/Anvari,Q11356,https://www.wikidata.org/wiki/Q11356,male,poet,Iran,Abiward,1116-01-01T00:00:00Z,,
Sharaf al-Din al-Tusi,https://en.wikipedia.org/wiki/Sharaf_al-Din_al-Tusi,Q2342579,https://www.wikidata.org/wiki/Q2342579,male,astrologer; astronomer; mathematician,,Tus,1135-01-01T00:00:00Z,,
Athir al-Din al-Abhari,https://en.wikipedia.org/wiki/Athir_al-Din_al-Abhari,Q643786,https://www.wikidata.org/wiki/Q643786,male,astrologer; astronomer; mathematician,Iran; Iraq,Abhar,,,
Bi Bi Monajemeh Nishaburi,https://en.wikipedia.org/wiki/Bi_Bi_Monajemeh_Nishaburi,Q5946533,https://www.wikidata.org/wiki/Q5946533,female,astronomer; mathematician,Iran,Nishapur,1203-01-01T00:00:00Z,,
Jamal ad-Din Bukhari,https://en.wikipedia.org/wiki/Jamal_ad-Din_Bukhari,Q8190792,https://www.wikidata.org/wiki/Q8190792,male,astrologer; astronomer,Iran,Bukhara,1300-01-01T00:00:00Z,,
Muhammad ibn Abi Bakr al-Farisi,https://en.wikipedia.org/wiki/Muhammad_ibn_Abi_Bakr_al-Farisi,Q14974239,https://www.wikidata.org/wiki/Q14974239,male,astrologer; astronomer; mathematician,Iran,,,,
Muhyi al-Din al-Maghribi,https://en.wikipedia.org/wiki/Muhyi_al-Din_al-Maghribi,Q2474377,https://www.wikidata.org/wiki/Q2474377,male,astrologer; astronomer; mathematician,Abbasid Caliphate; Ilkhanate,al-Andalus,1220-01-01T00:00:00Z,,
Qutb al-Din al-Shirazi,https://en.wikipedia.org/wiki/Qutb_al-Din_al-Shirazi,Q729903,https://www.wikidata.org/wiki/Q729903,male,astrologer; astronomer; mathematician; music theorist; philosopher; physician; physicist; poet,Ilkhanate,Kazerun,1236-10-01T00:00:00Z,,
Nasir al-Din al-Tusi,https://en.wikipedia.org/wiki/Nasir_al-Din_al-Tusi,Q302835,https://www.wikidata.org/wiki/Q302835,male,architect; astrologer; astronomer; da'i; marji'; mathematician; philosopher; physician; poet; politician; polymath; scientist; theologian; translator; writer,Abbasid Caliphate; Ilkhanate; Khwarazmian Empire; Nizari Ismaili state,Tus,1201-02-25T00:00:00Z,,
Abu al-'Uqul,https://en.wikipedia.org/wiki/Abu_al-%27Uqul,,,,,,,,,
Al-Wabkanawi,https://en.wikipedia.org/wiki/Al-Wabkanawi,Q28655380,https://www.wikidata.org/wiki/Q28655380,male,astronomer,,,,,
Nizam al-Din al-Nisaburi,https://en.wikipedia.org/wiki/Nizam_al-Din_al-Nisaburi,Q4116610,https://www.wikidata.org/wiki/Q4116610,male,astrologer; astronomer; mathematician; mufassir; philosopher,Iran,Qom,,,
Abu Ishaq al-Kubunani,https://en.wikipedia.org/wiki/Abu_Ishaq_al-Kubunani,Q28655376,https://www.wikidata.org/wiki/Q28655376,male,astrologer; astronomer; intellectual; mathematician,,,,,
Husayn Kashifi,https://en.wikipedia.org/wiki/Husayn_Kashifi,Q4502475,https://www.wikidata.org/wiki/Q4502475,male,astronomer; mathematician; writer,Iran,Sabzevar,1461-01-01T00:00:00Z,,
Ali Qushji,https://en.wikipedia.org/wiki/Ali_Qushji,Q423644,https://www.wikidata.org/wiki/Q423644,male,astrologer; astronomer; linguist; mathematician; physicist; teacher; writer,Ottoman Empire; Timurid Empire,Samarkand,1403-01-01T00:00:00Z,,
Baha al-Din al-Amili,https://en.wikipedia.org/wiki/Baha_al-Din_al-Amili,Q2658411,https://www.wikidata.org/wiki/Q2658411,male,Islamic jurist; architect; astrologer; astronomer; mathematician; philosopher; poet; theologian; writer,Safavid,Baalbek,1547-02-26T00:00:00Z,,
Al-Birjandi,https://en.wikipedia.org/wiki/Al-Birjandi,Q2474685,https://www.wikidata.org/wiki/Q2474685,male,astrologer; astronomer; mathematician,Safavid,Birjand,1500-01-01T00:00:00Z,,
Shams al-Din al-Khafri,https://en.wikipedia.org/wiki/Shams_al-Din_al-Khafri,Q11166719,https://www.wikidata.org/wiki/Q11166719,male,astrologer; astronomer; philosopher,Iran,Jahrom,,,
Mosleh al-Din Lari,https://en.wikipedia.org/wiki/Mosleh_al-Din_Lari,Q110321501,https://www.wikidata.org/wiki/Q110321501,male,historian; writer,,,,,
Yousef Sobouti,https://en.wikipedia.org/wiki/Yousef_Sobouti,Q7038343,https://www.wikidata.org/wiki/Q7038343,male,physicist,Iran,Zanjan,1932-08-23T00:00:00Z,,
Manouchehr Hakim,https://en.wikipedia.org/wiki/Manouchehr_Hakim,Q110227309,https://www.wikidata.org/wiki/Q110227309,male,,,,,,
Naser Maleknia,https://en.wikipedia.org/wiki/Naser_Maleknia,Q6966710,https://www.wikidata.org/wiki/Q6966710,male,biochemist,Iran,Tehran,1931-01-01T00:00:00Z,,
Ali Akbar Saboury,https://en.wikipedia.org/wiki/Ali_Akbar_Saboury,Q87727558,https://www.wikidata.org/wiki/Q87727558,male,researcher,,Kashmar,1960-01-01T00:00:00Z,,
Ali Shilatifard,https://en.wikipedia.org/wiki/Ali_Shilatifard,Q15989733,https://www.wikidata.org/wiki/Q15989733,male,biochemist; molecular biologist; researcher,United States,,1966-01-01T00:00:00Z,,
Ghassem Amoabediny,https://en.wikipedia.org/wiki/Ghassem_Amoabediny,Q91934150,https://www.wikidata.org/wiki/Q91934150,male,biotechnologist; chemical engineer; nanotechnologist; professor; researcher,Iran,,1965-01-01T00:00:00Z,,
Ali Khademhosseini,https://en.wikipedia.org/wiki/Ali_Khademhosseini,Q4724944,https://www.wikidata.org/wiki/Q4724944,male,academic; inventor; radiologist; scientist; university teacher,Canada,Iran,1975-10-30T00:00:00Z,khademh,https://x.com/khademh
Amir Manbachi,https://en.wikipedia.org/wiki/Amir_Manbachi,Q123735239,https://www.wikidata.org/wiki/Q123735239,male,,,,,,
Saeed Zahedi,https://en.wikipedia.org/wiki/Saeed_Zahedi,Q30501973,https://www.wikidata.org/wiki/Q30501973,male,engineer,,Tehran,1957-05-23T00:00:00Z,,
Morteza Mahmoudi,https://en.wikipedia.org/wiki/Morteza_Mahmoudi,Q37830224,https://www.wikidata.org/wiki/Q37830224,male,nanotechnologist; professor; researcher,Iran,,1979-01-01T00:00:00Z,morimahmoudi,https://x.com/morimahmoudi
Nasrin Moazami,https://en.wikipedia.org/wiki/Nasrin_Moazami,Q5854956,https://www.wikidata.org/wiki/Q5854956,female,biologist; inventor,Iran,Tehran,,,
Amirhossein Sahebkar,https://en.wikipedia.org/wiki/Amirhossein_Sahebkar,Q87546331,https://www.wikidata.org/wiki/Q87546331,male,nanotechnologist; pharmacologist; researcher,,,,,
Eskandar Firouz,https://en.wikipedia.org/wiki/Eskandar_Firouz,Q5947674,https://www.wikidata.org/wiki/Q5947674,male,botanist; naturalist,Iran,Shiraz,1926-08-07T00:00:00Z,,
Maziar Ashrafian Bonab,https://en.wikipedia.org/wiki/Maziar_Ashrafian_Bonab,Q1447743,https://www.wikidata.org/wiki/Q1447743,male,geneticist; physician,Iran,Tehran,1966-09-20T00:00:00Z,,
Saeed Reza Ghaffari,https://en.wikipedia.org/wiki/Saeed_Reza_Ghaffari,Q7398244,https://www.wikidata.org/wiki/Q7398244,male,physician; scientist,,Fasa,1962-01-01T00:00:00Z,,
Pardis Sabeti,https://en.wikipedia.org/wiki/Pardis_Sabeti,Q3063122,https://www.wikidata.org/wiki/Q3063122,female,biologist; geneticist; physician,Iran,Tehran,1975-12-25T00:00:00Z,PardisSabeti,https://x.com/PardisSabeti
Fatemeh Javadi,https://en.wikipedia.org/wiki/Fatemeh_Javadi,Q5437448,https://www.wikidata.org/wiki/Q5437448,female,paleontologist,Iran,Qom,1959-01-01T00:00:00Z,,
Mohammad-Javad Mohammadizadeh,https://en.wikipedia.org/wiki/Mohammad-Javad_Mohammadizadeh,Q6891627,https://www.wikidata.org/wiki/Q6891627,male,paleontologist; politician,Iran,Dezful,1951-01-01T00:00:00Z,,
Behrouz Boroumand,https://en.wikipedia.org/wiki/Behrouz_Boroumand,Q5956315,https://www.wikidata.org/wiki/Q5956315,male,pathologist; physician; politician,Iran,Qaem Shahr,1940-01-01T00:00:00Z,,
Naser Kamalian,https://en.wikipedia.org/wiki/Naser_Kamalian,Q6966708,https://www.wikidata.org/wiki/Q6966708,male,academic; pathologist; physician; scientist,Iran,Qom,1921-01-01T00:00:00Z,,
Ali Mobasheri,https://en.wikipedia.org/wiki/Ali_Mobasheri,Q4725023,https://www.wikidata.org/wiki/Q4725023,male,physiologist,Iran; United Kingdom,Tehran,1968-07-13T00:00:00Z,,
Jalal Afshar,https://en.wikipedia.org/wiki/Jalal_Afshar,Q5959423,https://www.wikidata.org/wiki/Q5959423,male,academic,Iran,Urmia,1894-01-01T00:00:00Z,,
Masoud Hedayatifard,https://en.wikipedia.org/wiki/Masoud_Hedayatifard,Q6783872,https://www.wikidata.org/wiki/Q6783872,male,scientist,,Babol,1971-01-01T00:00:00Z,,
Hayk Mirzayans,https://en.wikipedia.org/wiki/Hayk_Mirzayans,Q16014452,https://www.wikidata.org/wiki/Q16014452,male,entomologist; zoologist,Iran,Qazvin,1920-01-01T00:00:00Z,,
Ostanes,https://en.wikipedia.org/wiki/Ostanes,Q740989,https://www.wikidata.org/wiki/Q740989,male,alchemist; astrologer; magi,Achaemenid Empire,,-0499-01-01T00:00:00Z,,
Riyaz Kharrat,https://en.wikipedia.org/wiki/Riyaz_Kharrat,Q19662335,https://www.wikidata.org/wiki/Q19662335,male,chemical engineer,,,,,
Yadollah Mortazavi,https://en.wikipedia.org/wiki/Yadollah_Mortazavi,Q19619557,https://www.wikidata.org/wiki/Q19619557,male,chemical engineer,Iran,Hamadan,1958-03-21T00:00:00Z,,
Muhammad Sahimi,https://en.wikipedia.org/wiki/Muhammad_Sahimi,Q6932695,https://www.wikidata.org/wiki/Q6932695,male,engineer,,,1954-01-22T00:00:00Z,,
Jafar Towfighi,https://en.wikipedia.org/wiki/Jafar_Towfighi,Q6121760,https://www.wikidata.org/wiki/Q6121760,male,engineer; politician; university teacher,Iran,Tehran,1956-03-19T00:00:00Z,,
Mojtaba Vahedi,https://en.wikipedia.org/wiki/Mojtaba_Vahedi,Q6895185,https://www.wikidata.org/wiki/Q6895185,male,YouTuber; engineer; essayist; politician,Iran,Qom,1964-08-27T00:00:00Z,,
Arash Ghorbani-Choghamarani,https://en.wikipedia.org/wiki/Arash_Ghorbani-Choghamarani,Q102056109,https://www.wikidata.org/wiki/Q102056109,male,researcher,Iran,,1979-01-01T00:00:00Z,,
Junes Ipaktschi,https://en.wikipedia.org/wiki/Junes_Ipaktschi,Q21031152,https://www.wikidata.org/wiki/Q21031152,male,chemist; non-fiction writer; university teacher,Germany,Germany,1940-10-25T00:00:00Z,,
Zahra Fakhraai,https://en.wikipedia.org/wiki/Zahra_Fakhraai,Q61946255,https://www.wikidata.org/wiki/Q61946255,female,materials scientist; researcher,,Iran,,,
Ali Jadbabaie,https://en.wikipedia.org/wiki/Ali_Jadbabaie,Q4724902,https://www.wikidata.org/wiki/Q4724902,male,scientist,,,,,
Homayoon Kazerooni,https://en.wikipedia.org/wiki/Homayoon_Kazerooni,Q5887797,https://www.wikidata.org/wiki/Q5887797,male,computer scientist; inventor; mechanical engineer; professor; roboticist,Iran,Kazerun,,,
Reza Olfati-Saber,https://en.wikipedia.org/wiki/Reza_Olfati-Saber,Q7319774,https://www.wikidata.org/wiki/Q7319774,male,scientist,Iran,,,,
Homayoun Seraji,https://en.wikipedia.org/wiki/Homayoun_Seraji,Q5887817,https://www.wikidata.org/wiki/Q5887817,male,academic; engineer; professor,United States,Tehran,1947-01-01T00:00:00Z,,
Behdad Esfahbod,https://en.wikipedia.org/wiki/Behdad_Esfahbod,Q16052127,https://www.wikidata.org/wiki/Q16052127,male,programmer,Iran,Sari,1982-09-27T00:00:00Z,behdadesfahbod,https://x.com/behdadesfahbod
Amir Emad Mirmirani,https://en.wikipedia.org/wiki/Amir_Emad_Mirmirani,Q114444277,https://www.wikidata.org/wiki/Q114444277,male,Internet activist; open access activist; open content activist,,,,jadi,https://x.com/jadi
Saber Rastikerdar,https://en.wikipedia.org/wiki/Saber_Rastikerdar,Q123449711,https://www.wikidata.org/wiki/Q123449711,male,programmer; type designer,Iran,Bandar Abbas,1987-01-01T00:00:00Z,,
Bahram Akasheh,https://en.wikipedia.org/wiki/Bahram_Akasheh,Q4842835,https://www.wikidata.org/wiki/Q4842835,male,geologist; seismologist,Iran,Masjed Soleiman,1936-01-01T00:00:00Z,,
Nasim Amiralian,https://en.wikipedia.org/wiki/Nasim_Amiralian,Q59828316,https://www.wikidata.org/wiki/Q59828316,female,nanotechnologist; researcher,,,,NasimAmiralian,https://x.com/NasimAmiralian
Fereydoon Family,https://en.wikipedia.org/wiki/Fereydoon_Family,Q5444081,https://www.wikidata.org/wiki/Q5444081,male,physicist,United States,,1945-09-18T00:00:00Z,,
Mohsen Izadi,https://en.wikipedia.org/wiki/Mohsen_Izadi,Q92761339,https://www.wikidata.org/wiki/Q92761339,male,researcher,,,,university,https://x.com/university
Mohammad Abbasi-Shavazi,https://en.wikipedia.org/wiki/Mohammad_Abbasi-Shavazi,Q6892091,https://www.wikidata.org/wiki/Q6892091,male,demographer,Iran,Yazd,1965-08-23T00:00:00Z,,
Meimanat Hosseini-Chavoshi,https://en.wikipedia.org/wiki/Meimanat_Hosseini-Chavoshi,Q56360841,https://www.wikidata.org/wiki/Q56360841,female,academic,,,,,
Stella Baruk,https://en.wikipedia.org/wiki/Stella_Baruk,Q3498122,https://www.wikidata.org/wiki/Q3498122,female,mathematician; pedagogue,France,Yazd,1932-01-01T00:00:00Z,,
Elham Kazemi,https://en.wikipedia.org/wiki/Elham_Kazemi,Q59209544,https://www.wikidata.org/wiki/Q59209544,female,mathematician,,,1970-01-01T00:00:00Z,,
Mohsen Naghavi,https://en.wikipedia.org/wiki/Mohsen_Naghavi,Q28468982,https://www.wikidata.org/wiki/Q28468982,male,researcher,,,,,
Abu al-Qasim al-Habib Neishapuri,https://en.wikipedia.org/wiki/Abu_al-Qasim_al-Habib_Neishapuri,Q6576597,https://www.wikidata.org/wiki/Q6576597,male,physician; scientist,Iran,,,,
Apollonides of Cos,https://en.wikipedia.org/wiki/Apollonides_of_Cos,Q3305044,https://www.wikidata.org/wiki/Q3305044,male,physician,,Kos,,,
Ctesias,https://en.wikipedia.org/wiki/Ctesias,Q296325,https://www.wikidata.org/wiki/Q296325,male,Indologist; historian; physician; writer,,Knidos,-0500-01-01T00:00:00Z,,
Udjahorresnet,https://en.wikipedia.org/wiki/Udjahorresnet,Q1362919,https://www.wikidata.org/wiki/Q1362919,male,Ancient Egyptian priest; official; physician,Achaemenid Empire; Ancient Egypt,,-0600-01-01T00:00:00Z,,
Sayyed Bozorg Mahmoody,https://en.wikipedia.org/wiki/Sayyed_Bozorg_Mahmoody,Q21095619,https://www.wikidata.org/wiki/Q21095619,male,anesthesiologist; engineer; hostage taker; physician; teacher,Iran,Tehran,1939-01-01T00:00:00Z,,
Rashid Massumi,https://en.wikipedia.org/wiki/Rashid_Massumi,Q7294912,https://www.wikidata.org/wiki/Q7294912,male,cardiologist,Iran,Nain,1926-01-21T00:00:00Z,,
Mohammad-Reza Zafarghandi,https://en.wikipedia.org/wiki/Mohammad-Reza_Zafarghandi,Q5704843,https://www.wikidata.org/wiki/Q5704843,male,academic; physician,Iran,Tehran,1958-01-01T00:00:00Z,,
Iraj Nazeri,https://en.wikipedia.org/wiki/Iraj_Nazeri,Q106935355,https://www.wikidata.org/wiki/Q106935355,male,,,,1939-01-01T00:00:00Z,,
Fereydoun Ala,https://en.wikipedia.org/wiki/Fereydoun_Ala,Q21095501,https://www.wikidata.org/wiki/Q21095501,male,physician,Iran,Paris,1931-03-17T00:00:00Z,,
Mina Izadyar,https://en.wikipedia.org/wiki/Mina_Izadyar,Q47028404,https://www.wikidata.org/wiki/Q47028404,female,oncologist; pediatrician,Iran,,1949-10-01T00:00:00Z,,
Asghar Aghamohammadi,https://en.wikipedia.org/wiki/Asghar_Aghamohammadi,Q16147881,https://www.wikidata.org/wiki/Q16147881,male,scientist,Iran,Tehran,1951-05-19T00:00:00Z,,
Masoumeh Ebtekar,https://en.wikipedia.org/wiki/Masoumeh_Ebtekar,Q738196,https://www.wikidata.org/wiki/Q738196,female,blogger; environmentalist; immunologist; journalist; politician; translator; writer,Iran,Tehran,1960-09-21T00:00:00Z,ebtekarm,https://x.com/ebtekarm
Neda Alijani,https://en.wikipedia.org/wiki/Neda_Alijani,Q85164946,https://www.wikidata.org/wiki/Q85164946,female,infectious disease physician,,,1981-01-01T00:00:00Z,,
Manouchehr Eghbal,https://en.wikipedia.org/wiki/Manouchehr_Eghbal,Q876117,https://www.wikidata.org/wiki/Q876117,male,physician; politician; university teacher,Iran,Kashmar,1909-10-14T00:00:00Z,,
Alireza Yalda,https://en.wikipedia.org/wiki/Alireza_Yalda,Q5925362,https://www.wikidata.org/wiki/Q5925362,male,physician,Iran,Tehran,1930-01-01T00:00:00Z,,
Mehdi Azar,https://en.wikipedia.org/wiki/Mehdi_Azar,Q10858603,https://www.wikidata.org/wiki/Q10858603,male,physician; politician,Iran,Mashhad,1901-01-01T00:00:00Z,,
Mohammad-Reza Khatami,https://en.wikipedia.org/wiki/Mohammad-Reza_Khatami,Q1942631,https://www.wikidata.org/wiki/Q1942631,male,physician; politician; urologist,Iran,Ardakan,1959-01-01T00:00:00Z,,
Ali Nobakht,https://en.wikipedia.org/wiki/Ali_Nobakht,Q4725097,https://www.wikidata.org/wiki/Q4725097,male,physician; politician; teacher,Iran,Rasht,1948-05-19T00:00:00Z,,
Mohammad Ali Sahraian,https://en.wikipedia.org/wiki/Mohammad_Ali_Sahraian,Q6891775,https://www.wikidata.org/wiki/Q6891775,male,neurologist; researcher,,,,,
Siroos Mirzaei,https://en.wikipedia.org/wiki/Siroos_Mirzaei,Q26465218,https://www.wikidata.org/wiki/Q26465218,male,writer,Iran,Mashhad,1963-04-22T00:00:00Z,,
Sadegh Nezam-mafi,https://en.wikipedia.org/wiki/Sadegh_Nezam-mafi,Q7397791,https://www.wikidata.org/wiki/Q7397791,male,physician,Iran,Tehran,1925-01-01T00:00:00Z,,
Habibollah Hedayat,https://en.wikipedia.org/wiki/Habibollah_Hedayat,Q5636828,https://www.wikidata.org/wiki/Q5636828,male,academic; inventor; physician,Iran,Shahreza,1917-01-01T00:00:00Z,,
Camran Nezhat,https://en.wikipedia.org/wiki/Camran_Nezhat,Q16733313,https://www.wikidata.org/wiki/Q16733313,male,gynecologist; surgeon,United States,Shahreza,1947-01-01T00:00:00Z,vid,https://x.com/vid
Jahanshah Saleh,https://en.wikipedia.org/wiki/Jahanshah_Saleh,Q5949996,https://www.wikidata.org/wiki/Q5949996,male,civil servant; physician; politician; writer,Iran,,1904-01-01T00:00:00Z,,
Marzieh Vahid-Dastjerdi,https://en.wikipedia.org/wiki/Marzieh_Vahid-Dastjerdi,Q461861,https://www.wikidata.org/wiki/Q461861,female,gynecologist; physician; politician,Iran,Tehran,1959-02-11T00:00:00Z,,
Azin Alizadehasl,https://en.wikipedia.org/wiki/Azin_Alizadehasl,Q112623398,https://www.wikidata.org/wiki/Q112623398,female,,,,1975-01-01T00:00:00Z,,
Abbas Bagheri Lotfabad,https://en.wikipedia.org/wiki/Abbas_Bagheri_Lotfabad,Q133952079,https://www.wikidata.org/wiki/Q133952079,male,,,,1965-04-10T00:00:00Z,,
Hassan Ghazizadeh Hashemi,https://en.wikipedia.org/wiki/Hassan_Ghazizadeh_Hashemi,Q15225223,https://www.wikidata.org/wiki/Q15225223,male,philanthropist; physician; politician,Iran,Fariman,1959-03-21T00:00:00Z,,
Ali Asghar Khodadoust,https://en.wikipedia.org/wiki/Ali_Asghar_Khodadoust,Q5960467,https://www.wikidata.org/wiki/Q5960467,male,physician,Iran,Shiraz,1935-10-27T00:00:00Z,,
Mehrdad Afarid,https://en.wikipedia.org/wiki/Mehrdad_Afarid,Q84572340,https://www.wikidata.org/wiki/Q84572340,male,academic; academic administrator; eye surgeon; ophthalmologist; physician; researcher; university teacher,Iran,Shiraz,,,
Gholam A. Peyman,https://en.wikipedia.org/wiki/Gholam_A._Peyman,Q5556849,https://www.wikidata.org/wiki/Q5556849,male,academic; biographer; inventor; ophthalmologist,Iran,Shiraz,1937-01-01T00:00:00Z,,
Muhammad Zarrindast,https://en.wikipedia.org/wiki/Muhammad_Zarrindast,Q6932807,https://www.wikidata.org/wiki/Q6932807,male,physician; scientist,Iran,,,,
Homa Darabi,https://en.wikipedia.org/wiki/Homa_Darabi,Q165488,https://www.wikidata.org/wiki/Q165488,female,psychiatrist; university teacher; women's rights activist,Iran,Tehran,1940-01-01T00:00:00Z,,
Hossein Fakhraee,https://en.wikipedia.org/wiki/Hossein_Fakhraee,Q62036512,https://www.wikidata.org/wiki/Q62036512,male,pediatrician,,,1947-11-26T00:00:00Z,,
Alireza Marandi,https://en.wikipedia.org/wiki/Alireza_Marandi,Q4726884,https://www.wikidata.org/wiki/Q4726884,male,academic; physician; politician,Iran,Isfahan,1939-01-01T00:00:00Z,,
Parvaneh Vossough,https://en.wikipedia.org/wiki/Parvaneh_Vossough,Q16048346,https://www.wikidata.org/wiki/Q16048346,female,philanthropist; physician,Iran,,1936-02-01T00:00:00Z,,
Jafar Bolhari,https://en.wikipedia.org/wiki/Jafar_Bolhari,Q6121744,https://www.wikidata.org/wiki/Q6121744,male,psychiatrist,,Iran,1948-08-06T00:00:00Z,,
Ebrahim Chehrazi,https://en.wikipedia.org/wiki/Ebrahim_Chehrazi,Q5733758,https://www.wikidata.org/wiki/Q5733758,male,psychiatrist,Iran,,1908-01-01T00:00:00Z,,
Levon Davidian,https://en.wikipedia.org/wiki/Levon_Davidian,Q446577,https://www.wikidata.org/wiki/Q446577,male,physician; politician; psychiatrist,Iran,Tehran,1944-03-24T00:00:00Z,,
Hossein Fatemi (psychiatrist),https://en.wikipedia.org/wiki/Hossein_Fatemi_%28psychiatrist%29,,,,,,,,,
Nassir Ghaemi,https://en.wikipedia.org/wiki/Nassir_Ghaemi,Q24053569,https://www.wikidata.org/wiki/Q24053569,male,philosopher; psychiatrist,Iran,Tehran,1966-08-19T00:00:00Z,,
Hamid Ghodse,https://en.wikipedia.org/wiki/Hamid_Ghodse,Q5644591,https://www.wikidata.org/wiki/Q5644591,male,physician; psychiatrist,Iran; United Kingdom,Iran,1938-04-30T00:00:00Z,,
Javad Nurbakhsh,https://en.wikipedia.org/wiki/Javad_Nurbakhsh,Q1397263,https://www.wikidata.org/wiki/Q1397263,male,physician; poet; psychiatrist; university teacher; writer,Iran,Kerman,1926-12-10T00:00:00Z,,
