username,display_name,description,followers_count,following_count,statuses_count,verified,created_at,location,url,profile_image_url,profile_banner_url,target_population,locals_vs_diaspora,person_vs_organization,comments,description_en,display_name_en
advisorbecki,"Rebecca Iacopelli, CFP®, MT","Helping women control and maximize their wealth  Senior Advisor at Barron’s Top 25 Firm  CFP®, Masters in Taxation  CFA Level III Candidate",10.0,27.0,56.0,False,June 2025,"Philadelphia, PA",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,1,,"Helping women control and maximize their wealth  Senior Advisor at Barron’s Top 25 Firm  CFP®, Masters in Taxation  CFA Level III Candidate","Rebecca Iacopelli, CFP®, MT"
a2bdullah_,Abdullah_AL lime,,0.0,13.0,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2,,1,,,Abdullah_AL lime
50uses,50 Uses For The Word Love Podcast,Comedian  @StephenTrumble  invites guests to chat about the varied multitudes of human feeling that in English all fall under the one umbrella term; Love.,489.0,2753.0,396.0,False,January 2019,"London, England",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,0,,Comedian  @StephenTrumble  invites guests to chat about the varied multitudes of human feeling that in English all fall under the one umbrella term; Love.,50 Uses For The Word Love Podcast
a8484aviv,אביב AVIV 🇮🇱,LIVE AND LET LIVE,3028.0,7496.0,,False,June 2014,ישראל,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,1,,LIVE AND LET LIVE,Spring AVIV 🇮🇱
_starboy369,Starboy ⭐️,《دنیا همه هیچ و اهل دنیا همه هیچ، ای هیچ برای هیچ بر هیچ مپیچ》,806.0,5214.0,3509.0,False,July 2022,Iran ☼𓃬,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,1.0,1,,"""The world is nothing and the people of the world are nothing, O nothing for nothing, do not turn to nothing""",Starboy ⭐️
aliam_es,ایی اِس,صبر   instagram.com/ecutfood/profi …,4324.0,4447.0,1334.0,False,November 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,2.0,1,,Patience instagram.com/ecutfood/profi...,This is it
_infogirl,🌻hopeful wanderer🌻,"books, music, travel, nature, art",59.0,665.0,290.0,False,November 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,2,,"books, music, travel, nature, art",🌻hopeful wanderer🌻
akumafeelings,👹 AKUMA 👹,"eu minto muito bastante   (⁠◕⁠ᴗ⁠◕⁠✿⁠) mutual pra mim é irmã    ele/dele  filho do silêncio, da doença e da cura",5372.0,4139.0,1386.0,False,October 2016,"Salvador, Brasil",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0,,1,,"I lie a lot a lot (⁠◕⁠ᴗ⁠◕⁠✿⁠) mutual for me is his/her sister son of silence, illness and healing",👹 AKUMA 👹
alfirinmag52045,Magol Alfirin,I AM ...,1.0,30.0,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2,,1,,I AM ...,Magol Alfirin
aiyankarimi3312,A_K70,"When you are there, all doors open.",55.0,394.0,1300.0,False,April 2025,کرمانشاه,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,1.0,1,,"When you are there, all doors open.",A_K70
alivrd,Ali Vafaei Razdar,,0.0,2.0,0.0,False,August 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2,,1,,,Ali Vafaei Razdar
alishiri272750,Ali Shiri,,0.0,5.0,0.0,False,July 2025,tehran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1,1.0,1,,,Ali Shiri
al3mlaa81,د/العملاق,د / العملاق ..,111400.0,167.0,1386.0,False,November 2012,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2,,1,,D/ Giant..,D/Giant
aishaabbas20560,Abbass Aisha,,59.0,703.0,0.0,False,March 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2,,1,,,Abbas Aisha
