username,display_name,description,manual_label,followers_count,following_count,statuses_count,verified,created_at,location,url,profile_image_url,profile_banner_url,description_en,display_name_en,predicted_class,confidence_level,prob_0,prob_1,prob_2,uncertainty_score
agha_xavier2,خاویر پرز دکوئیار R.I.P,همواره مشروطه‌خواه. وفادار به: شاه، میهن، آزادی,1,5940.0,665.0,1303.0,False,June 2018,روی در دیوار هجران,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Always constitutionalist. Loyal to: king, country, freedom",Javier Perez Decoyar R.I.P,1,0.6377146119751337,0.3622853880248663,0.6377146119751337,,0.3622853880248663
4zk79e91ywvxni2,Мадина,Халық ушін болашақ үшін аянбай еңбек етем!,1,11.0,118.0,18.0,False,March 2019,Kazakhstan,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,I will work tirelessly for the future of the people!,Medina,1,0.6387550300049052,0.3612449699950948,0.6387550300049052,,0.3612449699950948
alikarimdoost91,علی کریمدوست پهمدانی,پیج اصلی علی کریمدوست پهمدانی,0,554.0,7490.0,4649.0,False,September 2025,"Irani, Brasil",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Main page of Ali Karimdoost Pahmdani,Ali Karimdoost Pahmdani,1,0.6389678198492571,0.3610321801507429,0.6389678198492571,,0.3610321801507429
abdeekalantari,Abdee Kalantari,عبدی کلانتری --- abdee-kalantari.blogspot.com nilgoon.org vimeo.com/user5224333,1,5015.0,1583.0,1290.0,False,October 2014,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Abdee Kalantari --- abdee-kalantari.blogspot.com nilgoon.org vimeo.com/user5224333,Abde Clannerry,1,0.6407329695314969,0.359267030468503,0.6407329695314969,,0.359267030468503
adelphiedizioni,Adelphi Edizioni,Casa editrice fondata nel 1962.,0,,1528.0,5047.0,False,March 2011,Milano,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Publishing house founded in 1962.,Adelphi Editions,1,0.6417196214845009,0.3582803785154991,0.6417196214845009,,0.3582803785154991
alir33al,Ali,◉⃤,1,0.0,70.0,0.0,False,March 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,◉⃤,Ali,1,0.6417789590148618,0.3582210409851382,0.6417789590148618,,0.3582210409851382
a9b9e3m1,Ali Erfani,,1,1.0,83.0,0.0,False,May 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali Erfani,1,0.6417789590148618,0.3582210409851382,0.6417789590148618,,0.3582210409851382
akiali43488770,Aki Ali,,1,0.0,48.0,0.0,False,November 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Aki Ali,1,0.6417789590148618,0.3582210409851382,0.6417789590148618,,0.3582210409851382
aliiorgi,✪ALI✪,او میکشد قلاب را...,1,722.0,746.0,7052.0,False,September 2024,Bu,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,He pulls the hook...,✪ALI✪,1,0.6417789590148618,0.3582210409851382,0.6417789590148618,,0.3582210409851382
aasangari,Ali A. Sangari,,1,200.0,5518.0,36.0,False,March 2012,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali A. Sangari,1,0.6417789590148618,0.3582210409851382,0.6417789590148618,,0.3582210409851382
ali__darghahi,ali,,1,4.0,27.0,2.0,False,September 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,ali,1,0.6417789590148618,0.3582210409851382,0.6417789590148618,,0.3582210409851382
alimarouf153082,Ali,,1,241.0,3122.0,2584.0,False,December 2024,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali,1,0.6417789590148618,0.3582210409851382,0.6417789590148618,,0.3582210409851382
alimokhtari102,Ali Mokhtari,Almost Architect. بندهء چای(به جز چای کیسه‌ای.),1,82.0,148.0,1401.0,False,April 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Almost Architect. Tea bags (except tea bags),Ali Mokhtari,1,0.6417789590148618,0.3582210409851382,0.6417789590148618,,0.3582210409851382
alinezhadi5,Ali Nezhadi,,1,64.0,1021.0,0.0,False,August 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali Nezhadi,1,0.6417789590148618,0.3582210409851382,0.6417789590148618,,0.3582210409851382
a_01_2024,Ali,,1,48.0,454.0,159.0,False,February 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali,1,0.6417789590148618,0.3582210409851382,0.6417789590148618,,0.3582210409851382
alihoseini692,Ali Hoseini,اخلاق نیک ؛ کردار نیک ؛ پندار نیک,1,6.0,107.0,4.0,False,January 2020,مشهد مقدس ایران,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,good manners; good character; Pindar the righteous,Ali Hoseini,1,0.6417789590148618,0.3582210409851382,0.6417789590148618,,0.3582210409851382
alih1039071,Ali H,,1,0.0,10.0,0.0,False,November 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali H,1,0.6417789590148618,0.3582210409851382,0.6417789590148618,,0.3582210409851382
alighasemi0011,Ali Ghasemi,Be your self,1,51.0,98.0,1381.0,False,May 2025,Iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Be your self,Ali Ghasemi,1,0.6417789590148618,0.3582210409851382,0.6417789590148618,,0.3582210409851382
ali12793587,Ali,,1,0.0,1.0,0.0,False,January 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali,1,0.6417789590148618,0.3582210409851382,0.6417789590148618,,0.3582210409851382
ali41766,Ali Yalcin,,1,2.0,40.0,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali Yalcin,1,0.6417789590148618,0.3582210409851382,0.6417789590148618,,0.3582210409851382
ali_shahoum,Ali,newOne,1,9.0,190.0,14.0,False,November 2016,Islamic Republic of Iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,newOne,Ali,1,0.6417789590148618,0.3582210409851382,0.6417789590148618,,0.3582210409851382
aliabz429014,Ali Abz,,1,27.0,563.0,0.0,False,October 2024,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali Abz,1,0.6417789590148618,0.3582210409851382,0.6417789590148618,,0.3582210409851382
ali_esmaili99,Ali.Esmaili,,1,0.0,31.0,1.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali.Esmaili,1,0.6417789590148618,0.3582210409851382,0.6417789590148618,,0.3582210409851382
aliabc1500,Ali,,1,58.0,203.0,8.0,False,September 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali,1,0.6417789590148618,0.3582210409851382,0.6417789590148618,,0.3582210409851382
ali94185358,Ali,Wanted to gay marriage,1,8.0,62.0,3.0,False,October 2019,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Wanted to gay marriage,Ali,1,0.6417789590148618,0.3582210409851382,0.6417789590148618,,0.3582210409851382
ali_ghm1993,Ali Ghiamy,,1,7.0,669.0,19.0,False,July 2024,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali Ghiamy,1,0.6417789590148618,0.3582210409851382,0.6417789590148618,,0.3582210409851382
ali_babaa1234,Ali,,1,1.0,34.0,0.0,False,September 2024,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali,1,0.6417789590148618,0.3582210409851382,0.6417789590148618,,0.3582210409851382
ali_bitarafan5,علی بیطرفان,بابا زشته آقای اصغر، منو می‌ترسونی از دوتا گلوله؟!,1,,3941.0,1332.0,False,June 2017,جمهوری اسلامی ایران,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Ugly father, Mr. Asghar, are you scaring me with two bullets?!",Ali Bitarfan,1,0.6417789590148618,0.3582210409851382,0.6417789590148618,,0.3582210409851382
ali_arsalan72,Ali Arsalan,,1,32.0,9.0,0.0,False,July 2018,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali Arsalan,1,0.6417789590148618,0.3582210409851382,0.6417789590148618,,0.3582210409851382
ahmadalirezaei,#احمدعلی رضایی اسدآبادی,#فدایی_امام_خامنه_ای_مدظله_العالی  #طلبه_سطح_چهار_حوزه_علمیه  #دکترای_کلام_اسلامی_با_گرایش_نقد_وهابیت,1,1270.0,2326.0,1792.0,False,December 2018,قم,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,#Fadaei_Imam_Khamene_A_Madazlah_Al-Ali #student_level_of_the_university_of_the_universe #Doctor_of_Islamic_theology_with_a_criticism_of_Wahhabism,# Ahmad Ali Rezaei Asadabadi,1,0.6417789590148618,0.3582210409851382,0.6417789590148618,,0.3582210409851382
aliiiiinaderi8,🌋Ali Naderi,,1,18.0,645.0,0.0,False,July 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,🌋Ali Naderi,1,0.6417789590148618,0.3582210409851382,0.6417789590148618,,0.3582210409851382
