username,display_name,description,followers_count,following_count,statuses_count,verified,created_at,location,url,profile_image_url,profile_banner_url,person_vs_organization
_hasanbro,Hasan Bro,Muslim,94.0,249.0,173.0,False,October 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_atefehshams_,عاطفه شمس,روزنامه‌نگار,4.0,50.0,0.0,False,August 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_iwftw,𐰯𐱃𐰢𐰚|فآطِمِ🎋,ایسته‌سن یاندیر یانماغا آلیشاریق کول اولوب یئنیدن دوغولاریق سونرا..,1216.0,819.0,4248.0,False,March 2023,Təbrizli-,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_bonos_,🌟,,40.0,7500.0,,False,November 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
abhistoria,Ahab Bdaiwi איהאבּ ܐܝܗܐܒ,"Assistant Professor in Islamic Philosophy & History, Leiden University| Series Editor, Islamic Thought & History| Editor in Chief, Taḥqīq Journal, Brill.",33500.0,937.0,4281.0,False,July 2017,Leiden/London,https://x.com/abhistoria,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_sgtslaughter,SGT SLAUGHTER,"WWE Hall of Famer, WWE Ambassador & former World Heavyweight Champion. For bookings contact PVT Paul Incerto @ 203-256-0004.",107700.0,107.0,6124.0,False,September 2010,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_nam11,Nathan,"@charltonlive  contributor  | Certified in  @FA  Talent ID &  @ThePFSA  Data Analytics, Oppo Scouting & Set-Pieces  | Living the dream",4887.0,2796.0,,False,May 2010,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
afkari_saeed,سعید افکاری,آزادی,68900.0,78.0,1273.0,False,August 2020,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_dinken_,Ajmal Hussain A,It’s okay to get run over by a bus than never cross the road. I’m at least getting somewhere. Views and Opinions expressed are personal.,379.0,529.0,961.0,False,November 2012,"Kollam, India",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
ahmad76905530,ahmad,,40.0,706.0,8.0,False,January 2023,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
am2002rmost,Amir,,14.0,252.0,0.0,False,March 2023,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
alijan2056,Ali,,8.0,73.0,4.0,False,November 2014,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
addyperry20,LilyPerry,Okay but... I’m kinda close to stunning?  Come say hi in DMs.,510.0,3722.0,1567.0,False,May 2025,where the vibes are,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
2025_samuel,Dr . Samuel 2025 Samuel arockiasamy (Sam),,50.0,786.0,19.0,False,November 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
2017siyasi,Dr siyasi,,206.0,306.0,6949.0,False,March 2017,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
2000mhac,محمدحسین امینایی,,1.0,20.0,0.0,False,November 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
2_rebelgirl,Rebel girl,« نه سلطنت، نه رهبری، نه ارتجاع رجوی »        لیبرال,1399.0,1004.0,9779.0,False,February 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_mriyim_,مریمم🦋,:)))),131.0,114.0,1.0,False,April 2023,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_sethnall,Seth Nall,"Christian, Husband, Father",31.0,1166.0,378.0,False,July 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_sarahdavies,Sarah Davies,"Just a council estate kid. Mostly tired, fat & sweary",6039.0,2489.0,,False,February 2009,"Essex, UK",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_shahaf_,Shahaf,"✡︎ • mentally in the 22nd century • data scientist in finance •  @bualumni  • talking about tech, consumer apps, quantum computing, culture, and shit like that",257.0,1970.0,786.0,False,December 2024,nyc,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_mahdiyar313,علی اکبر رائفی پور,یک انقلابی بی‌زار از چپ و راست /جبهه صبح ایران/ ریتوییت به معنای تایید نیست,,1054.0,6124.0,False,November 2022,۱:۲۰,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_kuramakyubi_,Kurama Kyūbi,,1.0,24.0,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_thejimbo_,Jimbo! 🌈🕕🌞,«ستادِ کیوت‌سازیِ توئیتر»      ممکنه دیر جواب بدم، معذرت می‌خوام ⁦,757.0,237.0,,False,October 2012,سرزمین غیرمادری,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_x_wolverine,Logan,"I may be wicked, but still I gave an onion. (Real name is Rhys)",810.0,2000.0,4889.0,False,November 2012,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_ya_karim_,səs siz,‌یازیرام، دۆزدۆ قاتیل_ قاتیلمییرسان آتیل_یانلیش دی دۆزۆن یاز | بیربئلهروانپریش,532.0,436.0,,False,December 2023,Güney Azərbaycan,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_angry_n___,i N !,تا اطلاع ثانوی فقط #زن_زندگی_آزادی,149.0,160.0,4797.0,False,October 2015,!,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_____zhang____,Mr. Zhang Wei / credit manager SINOPAC BANK,= 永豐銀行 Bank SinoPac 士東分行 bank.sinopac.com/sinopacBT/en/i …  永丰金控有限公司 惠誉评级中的实体。全球资本市场的信用评级、研究和分析。SinoPac FinancialHoldings Limited,5.0,208.0,2.0,False,May 2025,hong kong,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_alignments,Alignments,"@__Think_ ,",15.0,13.0,2.0,False,June 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_ghazaltaleb,Ghazal,,13.0,47.0,3115.0,False,February 2020,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
alparsai,Ali Parsai,"Soyez réalistes, demandez l'impossible.",377.0,958.0,5809.0,False,November 2016,Planet Earth,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_hqaddomi,Hisham Qaddoumi,,33.0,359.0,247.0,False,August 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
alpeeoqiw49588,Kelly Poe,,27.0,1048.0,0.0,False,October 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_iamnaaz_,Elnaaz Norouzi,Let me act and I'll be happy,,232.0,3225.0,False,February 2013,India,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_ipesarekhob,پِسَرِ خوبْ,,899.0,1056.0,3112.0,False,August 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_irani_mohammad,MhmmdShajarian,,8.0,1774.0,58.0,False,December 2020,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_husseinth3,حسين العنزي⚜️,,2.0,6.0,0.0,False,December 2025,Iraq,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
almww10,almomo,,19.0,776.0,9.0,False,October 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_mehrabooon,مهربوون,متعهد به عشق جان,2336.0,2501.0,1681.0,False,January 2021,آنجا که دل خوش است,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_mohammad_1987_,Mohammad Mohammadi,جاوید ایران زمین ؛ زنده باد آزادی,0.0,5.0,1.0,False,March 2024,"Tehran, iran",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_carneosso,♡ *ೃ°༄ 𝓢𝓪𝓫𝓻𝓲𝓷𝓪 𝓢𝓾𝓻𝓽𝓸 ¸.•°*°⋆.ೃ࿔*,"/ perto do osso a carne é mais gostosa / ˚ ༘✶ videomaker, mama snake na  @MAMBANEGRAHHHH  y kweeng em  @TETOPRETOOO",1806.0,425.0,2277.0,False,April 2009,"São Paulo, Brasil",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_iwtiina,Tina,,0.0,4.0,0.0,False,November 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_fatemeramezani,فاطم‌ه,,9.0,24.0,540.0,False,March 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_garrulus,Garrulus,,112.0,475.0,654.0,False,July 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_alonso11,Alonso Martínez,Jugador de New York city,7990.0,102.0,77.0,False,August 2016,"Puntarenas, Costa Rica",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
06numerosix,komagome,▶︎  ｸｷｰｯ／ｾﾚちゃん,1980.0,200.0,,False,February 2014,のば,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
0alwaysdreamer0,khe_alef,با سگ‌ها دونده، با پرنده‌ها پرنده، با گربه‌ها تماشاگر,1853.0,923.0,,False,July 2009,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
0mfahzf4tebztdl,کلول,زندگی نکردم ولی فعلا زنده ام,81.0,53.0,150.0,False,April 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
0dybbxx0o1b5xa,CathyBryce,,112.0,4623.0,0.0,False,September 2023,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
4bteen,Abtinn,,17.0,391.0,12.0,False,May 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_soommiii_,soosoo~,,27.0,85.0,79.0,False,November 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
4ltgmlpx61671,Payton Brown 4LtgmLpx,,3.0,195.0,0.0,False,November 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
0qcgdh3bdamfozf,هيثم عبده نعمان الحجري,,80.0,218.0,3761.0,False,September 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
3eyedamir,SeyedAmir Sayyah,دغدغه محیط‌کسب‌وکار، کارآفرینی، شفافیت، عدالت رقابت، حقوق‌مالکیت، حاکمیت‌قانون و تنظیمگری فجازی در ایران. توئیتهام به هیچ شورا و مرکزی ربطی نَ  دا  رَد,,438.0,5587.0,False,January 2020,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
35pmrc4xezu0tvd,Максат,,0.0,4.0,6.0,False,July 2019,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
1366_t,zahra tork zadeh,زهرا ترک زاده وکیل دادگستری,154.0,908.0,660.0,False,November 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
42potatoesss,Ishita Dasgupta,,1.0,77.0,0.0,False,October 2023,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
12_adin10571,Adin 12,,0.0,6.0,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_nafyn_,Nafyn 🐀,bip boup,544.0,427.0,1942.0,False,February 2020,they/elle,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_raven_reborn_,🪽,,5622.0,2129.0,,False,December 2020,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_rezinski,رضینسکی,واسه چشم آفته و واسه گل زینته خار,231.0,106.0,5925.0,False,November 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
10190celine,Céline,,96.0,3455.0,2320.0,False,June 2012,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
1364ghazal62816,somaih1363,گل یخ,3.0,17.0,1.0,False,April 2023,تهران,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
_h_o_o_r_,sina,Intl Law UT  | عشق ایران در سرش، همچو من.,113.0,41.0,116.0,False,August 2018,IRAN,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1
0pps__,Think,"@_Alignments ,",22.0,159.0,18.0,False,August 2024,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2
_infogirl,🌻hopeful wanderer🌻,"books, music, travel, nature, art",59.0,665.0,290.0,False,November 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2
abdulzahraa_,عبدالزهراء عبدالحسين,Earnestly striving to achieve the honour of becoming one of the sincere slaves of Sayeda Fatima al-Zahraa (as).,2430.0,366.0,5896.0,False,May 2019,جنة الخدام بين الحرمين,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2
acrvir,acrvir,,0.0,42.0,1.0,False,February 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2
abdelmonim68330,Abdelmonim Elgak,,0.0,15.0,1.0,False,November 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2
_uselessgothdm,Definitely Not a Mimic,@ useless_goth_thembo_ in Twitch chat | Avantris brainrot still going strong | D&D/RPG/TTRPG things | Maker and collector of many math rocks (dice) |,19.0,124.0,36.0,False,June 2020,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2
_sky_tw,spinoss,,1.0,19.0,0.0,False,January 2023,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2
aliaref_,ali aref 🇮🇷,ما سر به سر فدایی دین محمدیم...ما را حسین خواند و به این لشکر آمدیم,508.0,646.0,1334.0,False,April 2024,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2
110_m_ah_b,A.B.110,,0.0,7.0,3.0,False,October 2024,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2
ahlulbayt28,خادمة الحُسين💚⚑,-أشهَدُ أنَ علياً وَليُ الله . -نِذَرت لخِدمَة حسين عمري . -السَلامُ على آلِ بَيتِ رَسولِ الله . -السَلامُ عَليكَ يا أبا عبدِالله الحُسَين.,15800.0,276.0,1318.0,False,July 2020,حَيثُ الحُسَين وَ العَبَاس,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2
_rosemark,Wolfy,So Vrémant po Nice,8.0,127.0,482.0,False,December 2019,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2
32kennocha,Isis,Every moment is a fresh beginning.,345.0,472.0,458.0,False,June 2013,"Buffalo, NY.",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2
abdynal18132,Zain Al-Ameri,,17.0,552.0,10.0,False,September 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2
7833753,Parth,Thanks Crypto and Bitcoin,110.0,4666.0,8607.0,False,June 2016,Howrah,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2
3ccmke,Third Coast Cinema,,1.0,154.0,0.0,False,September 2025,"Milwaukee, WI",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2
4m2dvxbg7uptwhz,.,,104.0,383.0,8.0,False,September 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2
35anj,نشريه سه‌پنج,از روی نعش جمهوری اسلامی رد می‌شویم #همکاری_ملی,,0.0,2021.0,False,February 2013,35anj,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2
09escargot1012,クラウス32,楽天イーグルス、AS Roma、Galatasaray 、國學院大學と京都産業大学(駅伝)を応援しています。アマガミ等ラブコメについて話すことも多いです。よろしくお願いします(スパム垢は全て24＆ブロックします),1646.0,5841.0,,False,October 2019,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2
_sihelvi,İbn Kusay el Kerhani,sex felsefesi etik iyi sikiş felsefesi oncul anal kusay aşığı,16.0,73.0,119.0,False,August 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2
10am,☆♩ ♪ ♫ ♬♡,,69.0,358.0,2320.0,False,September 2008,电脑前,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2
105_sakariyou,Sakariyou_105,باغیرتان ایران همراه با قیام‌سپید ب رهبری دکترسایان برای پایان دادن به حکومت خامنه‌ای نامرد   پیام دهید به,100.0,428.0,271.0,False,October 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2
