username,display_name,description,followers_count,following_count,statuses_count,verified,created_at,location,url,profile_image_url,profile_banner_url,description_en,display_name_en,predicted_class,prob_0,prob_1,confidence_level,uncertainty_score,manual_person_vs_organization
_theleftover,LEFTOVER,بازمانده ۱۴ اکتبر | همه‌کاره/هیچ‌کاره,462.0,563.0,8309.0,False,June 2018,خارج,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,بازمانده ۱۴ اکتبر | همه‌کاره/هیچ‌کاره,LEFTOVER,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,0
_x_wolverine,Logan,"I may be wicked, but still I gave an onion. (Real name is Rhys)",810.0,2000.0,4889.0,False,November 2012,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"I may be wicked, but still I gave an onion. (Real name is Rhys)",Logan,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_ya_karim_,səs siz,‌یازیرام، دۆزدۆ قاتیل_ قاتیلمییرسان آتیل_یانلیش دی دۆزۆن یاز | بیربئلهروانپریش,532.0,436.0,,False,December 2023,Güney Azərbaycan,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,‌یازیرام، دۆزدۆ قاتیل_ قاتیلمییرسان آتیل_یانلیش دی دۆزۆن یاز | بیربئلهروانپریش,səs siz,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_nafyn_,Nafyn 🐀,bip boup,544.0,427.0,1942.0,False,February 2020,they/elle,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,bip boup,Nafyn 🐀,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_raven_reborn_,🪽,,5622.0,2129.0,,False,December 2020,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,🪽,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
06numerosix,komagome,▶︎  ｸｷｰｯ／ｾﾚちゃん,1980.0,200.0,,False,February 2014,のば,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,▶︎  ｸｷｰｯ／ｾﾚちゃん,komagome,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
09escargot1012,クラウス32,楽天イーグルス、AS Roma、Galatasaray 、國學院大學と京都産業大学(駅伝)を応援しています。アマガミ等ラブコメについて話すことも多いです。よろしくお願いします(スパム垢は全て24＆ブロックします),1646.0,5841.0,,False,October 2019,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,楽天イーグルス、AS Roma、Galatasaray 、國學院大學と京都産業大学(駅伝)を応援しています。アマガミ等ラブコメについて話すことも多いです。よろしくお願いします(スパム垢は全て24＆ブロックします),クラウス32,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,2
0alwaysdreamer0,khe_alef,با سگ‌ها دونده، با پرنده‌ها پرنده، با گربه‌ها تماشاگر,1853.0,923.0,,False,July 2009,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,با سگ‌ها دونده، با پرنده‌ها پرنده، با گربه‌ها تماشاگر,khe_alef,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
0dybbxx0o1b5xa,CathyBryce,,112.0,4623.0,0.0,False,September 2023,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,CathyBryce,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
0mfahzf4tebztdl,کلول,زندگی نکردم ولی فعلا زنده ام,81.0,53.0,150.0,False,April 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,زندگی نکردم ولی فعلا زنده ام,کلول,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
0qcgdh3bdamfozf,هيثم عبده نعمان الحجري,,80.0,218.0,3761.0,False,September 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,هيثم عبده نعمان الحجري,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
_sihelvi,İbn Kusay el Kerhani,sex felsefesi etik iyi sikiş felsefesi oncul anal kusay aşığı,16.0,73.0,119.0,False,August 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,sex felsefesi etik iyi sikiş felsefesi oncul anal kusay aşığı,İbn Kusay el Kerhani,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,2
_soommiii_,soosoo~,,27.0,85.0,79.0,False,November 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,soosoo~,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
4bteen,Abtinn,,17.0,391.0,12.0,False,May 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Abtinn,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
4freedom4iran,Freedom,,18.0,214.0,682.0,False,September 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Freedom,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,0
4ltgmlpx61671,Payton Brown 4LtgmLpx,,3.0,195.0,0.0,False,November 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Payton Brown 4LtgmLpx,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
4m2dvxbg7uptwhz,.,,104.0,383.0,8.0,False,September 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,.,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,2
35anj,نشريه سه‌پنج,از روی نعش جمهوری اسلامی رد می‌شویم #همکاری_ملی,,0.0,2021.0,False,February 2013,35anj,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,از روی نعش جمهوری اسلامی رد می‌شویم #همکاری_ملی,نشريه سه‌پنج,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,2
35pmrc4xezu0tvd,Максат,,0.0,4.0,6.0,False,July 2019,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Максат,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
3ccmke,Third Coast Cinema,,1.0,154.0,0.0,False,September 2025,"Milwaukee, WI",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Third Coast Cinema,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,2
3eyedamir,SeyedAmir Sayyah,دغدغه محیط‌کسب‌وکار، کارآفرینی، شفافیت، عدالت رقابت، حقوق‌مالکیت، حاکمیت‌قانون و تنظیمگری فجازی در ایران. توئیتهام به هیچ شورا و مرکزی ربطی نَ  دا  رَد,,438.0,5587.0,False,January 2020,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,دغدغه محیط‌کسب‌وکار، کارآفرینی، شفافیت، عدالت رقابت، حقوق‌مالکیت، حاکمیت‌قانون و تنظیمگری فجازی در ایران. توئیتهام به هیچ شورا و مرکزی ربطی نَ  دا  رَد,SeyedAmir Sayyah,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
7833753,Parth,Thanks Crypto and Bitcoin,110.0,4666.0,8607.0,False,June 2016,Howrah,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Thanks Crypto and Bitcoin,Parth,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,2
10190celine,Céline,,96.0,3455.0,2320.0,False,June 2012,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Céline,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
105_sakariyou,Sakariyou_105,باغیرتان ایران همراه با قیام‌سپید ب رهبری دکترسایان برای پایان دادن به حکومت خامنه‌ای نامرد   پیام دهید به,100.0,428.0,271.0,False,October 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,باغیرتان ایران همراه با قیام‌سپید ب رهبری دکترسایان برای پایان دادن به حکومت خامنه‌ای نامرد   پیام دهید به,Sakariyou_105,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,2
10am,☆♩ ♪ ♫ ♬♡,,69.0,358.0,2320.0,False,September 2008,电脑前,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,☆♩ ♪ ♫ ♬♡,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,2
12_adin10571,Adin 12,,0.0,6.0,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Adin 12,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
1364ghazal62816,somaih1363,گل یخ,3.0,17.0,1.0,False,April 2023,تهران,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,گل یخ,somaih1363,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
42potatoesss,Ishita Dasgupta,,1.0,77.0,0.0,False,October 2023,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ishita Dasgupta,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
433_uae2,عميد الرياضة,منصة رياضية إماراتية  تغطي الحدث محلياً وعالمياً,,178.0,5587.0,False,November 2020,الامارات العربية المتحدة,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,منصة رياضية إماراتية  تغطي الحدث محلياً وعالمياً,عميد الرياضة,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,0
1366_t,zahra tork zadeh,زهرا ترک زاده وکیل دادگستری,154.0,908.0,660.0,False,November 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,زهرا ترک زاده وکیل دادگستری,zahra tork zadeh,1,0.2854193498913414,0.3602402117516394,0.3602402117516394,0.6397597882483606,1
