username,display_name,description,manual_target_population,followers_count,following_count,statuses_count,verified,created_at,location,url,profile_image_url,profile_banner_url,description_en,display_name_en,predicted_class,confidence_level,prob_0,prob_1,prob_2,uncertainty_score
alialahmed_en,Ali AlAhmed,"investigations, opinions, ideas, articles- EMAIL--  @alialahmedx  - @Gmail -",0,,1374.0,1332.0,False,March 2012,Washington DC,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"investigations, opinions, ideas, articles- EMAIL--  @alialahmedx  - @Gmail -",Ali AlAhmed,0,0.5763190287463464,0.5763190287463464,0.4236809712536536,,0.42368097125365356
aanahelll,Atefeh,,1,62.0,93.0,107.0,False,November 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Atefeh,0,0.5764769136437198,0.5764769136437198,0.42352308635628017,,0.4235230863562802
adybly92748,اديب علي عبد,,2,0.0,31.0,0.0,False,October 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Adeeb Ali Abd,1,0.5769143479181535,0.42308565208184645,0.5769143479181535,,0.42308565208184645
ali_al_najafy,الشيخ علي النجفي,t.me/alsheikh_alnaj …,2,,26.0,4821.0,False,February 2011,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,t.me/alsheikh_alnaj …,Sheikh Ali Al-Najafi,1,0.5769143479181535,0.42308565208184645,0.5769143479181535,,0.42308565208184645
abidiparisa,Parisa Abidi,#Transgender #animal lover #Rebel #worker #Atheist #communist #Revolution,0,1.0,0.0,5.0,False,January 2018,"Vancouver, British Columbia",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,#Transgender #animal lover #Rebel #worker #Atheist #communist #Revolution,Parisa Abidi,0,0.5781997562464973,0.5781997562464973,0.4218002437535027,,0.42180024375350267
abbasalawadi6,ABBAS Alawadi,عٌآشُقُ عٌلَيَ آبًنِ آبيَ طِآلَبً,1,109.0,641.0,138.0,False,March 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Aashiq Ali Ibn Abi Talib,ABBAS Alawadi,1,0.5783388870907247,0.4216611129092753,0.5783388870907247,,0.4216611129092753
al_kascom,صحيفة الكأس,الحساب الرسمي لــ #صحيفة_الكأس الرياضية لتغطية آخر مستجدات الرياضة المحلية والعربية والعالمية,0,,13.0,1400.0,False,March 2012,المملكة العربية السعودية,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"The official account of #Al Kass Sports Newspaper to cover the latest developments in local, Arab and international sports",Al-Kass newspaper,0,0.5799338841831254,0.5799338841831254,0.42006611581687453,,0.4200661158168746
alhilal_en,AlHilal Saudi Club,The official English account of #Alhilal Saudi Club - Arabic account :  @Alhilal_FC  - Sports Games account :  @Alhilal_SG,0,,82.0,1384.0,False,October 2009,Kingdom of Saudi Arabia,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,The official English account of #Alhilal Saudi Club - Arabic account :  @Alhilal_FC  - Sports Games account :  @Alhilal_SG,AlHilal Saudi Club,0,0.5799557087700289,0.5799557087700289,0.42004429122997106,,0.4200442912299711
alrfat13271,احمد صالح,,2,362.0,5657.0,5.0,False,October 2023,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ahmed Saleh,0,0.5811184671174034,0.5811184671174034,0.4188815328825965,,0.41888153288259655
amalsaad_lb,Amal Saad,"Lecturer in Politics  @cardiffuni . Scholar of Hizbullah and politics of Resistance Axis | Previously,  @LebaneseUni",0,,1581.0,6163.0,False,October 2017,Cardiff and Beirut,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Lecturer in Politics  @cardiffuni . Scholar of Hizbullah and politics of Resistance Axis | Previously,  @LebaneseUni",Amal Saad,1,0.5811931339615535,0.4188068660384465,0.5811931339615535,,0.4188068660384465
alinazari42166,Ali Nazari,,1,4.0,75.0,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali Nazari,1,0.5832532921371028,0.41674670786289725,0.5832532921371028,,0.41674670786289725
aalbahrayn5356,زعيم اسيا عشق سنين الطفولة,هلالي هلال السعادة  نادي السعادة,1,134.0,1392.0,444.0,False,April 2023,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Hilal Al-Saada, Al-Saada Club",The leader of Asia loved his childhood years,0,0.5852742180230557,0.5852742180230557,0.41472578197694426,,0.4147257819769443
_freeeagle_,Free eagle,سجل انا عربي,0,138.0,213.0,2333.0,False,August 2014,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Register, I am Arab",Free eagle,1,0.5856955127844171,0.4143044872155829,0.5856955127844171,,0.4143044872155829
_amiir_75,amiir,just be real,0,140.0,1333.0,1337.0,False,July 2024,istanbull,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,just be real,prince,0,0.5857856879573464,0.5857856879573464,0.4142143120426535,,0.4142143120426536
adadpay,Ali Dadpay,Economist & Educator | A man who makes sense of the world through data and ideas Alum:  @UWM  |  @Virginia_Tech  | Sharif Univ. | Niavaran,0,756.0,463.0,1434.0,False,August 2024,"Texas, USA",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Economist & Educator | A man who makes sense of the world through data and ideas Alum:  @UWM  |  @Virginia_Tech  | Sharif Univ. | Niavaran,Ali Dadpay,0,0.5859592573331187,0.5859592573331187,0.41404074266688123,,0.4140407426668813
_ganeshp,Ganesh💰Padmanabhan ⚕️🦾,"Founder & CEO  @AutonomizeAI . #Data, #AI, #metaverse. 2x startups pod  @StoriesinAI , super long on AI, open source, people, love and crypto",0,2080.0,1005.0,,False,April 2011,"Austin, TX",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Founder & CEO  @AutonomizeAI . #Data, #AI, #metaverse. 2x startups pod  @StoriesinAI , super long on AI, open source, people, love and crypto",Ganesh💰Padmanabhan ⚕️🦾,0,0.5861761256733589,0.5861761256733589,0.4138238743266412,,0.41382387432664114
abhishekbhaya,Abhishek G. Bhaya अभिषेक অভিষেক ابھیشک 加冕礼,"Journalist/Humanist/Universalist Int'l Relations, Religion, Conflict & Peace  @harvard  X  @trtworld @cgtn  @timesofindia  @gulf_news  @khaleejtimes  @muscat_daily",0,3877.0,3098.0,3931.0,False,July 2009,Istanbul/Beijing/Dubai/Muscat,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Journalist/Humanist/Universalist Int'l Relations, Religion, Conflict & Peace  @harvard  X  @trtworld @cgtn  @timesofindia  @gulf_news  @khaleejtimes  @muscat_daily",Abhishek G. Bhaya coronation ceremony,1,0.5884812226462232,0.41151877735377684,0.5884812226462232,,0.41151877735377684
alexsteeleopal,Alex Steele,"founder & ceo of opal (hiring, DMs open)",0,986.0,228.0,486.0,False,June 2024,SF,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"founder & ceo of opal (hiring, DMs open)",Alex Steele,0,0.5893759240771416,0.5893759240771416,0.41062407592285843,,0.41062407592285843
adamlawschool,Amsterdam Law School,"Welcome to the Amsterdam Law School!  We draw students worldwide, bringing a truly international atmosphere.  bsky.app/profile/uvalaw …",0,4154.0,2252.0,4661.0,False,February 2014,Amsterdam,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Welcome to the Amsterdam Law School!  We draw students worldwide, bringing a truly international atmosphere.  bsky.app/profile/uvalaw …",Amsterdam Law School,0,0.5895763279952951,0.5895763279952951,0.41042367200470486,,0.41042367200470486
ali1427_rad,Ali rad 109,,1,0.0,119.0,27.0,False,November 2024,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,But work 109,1,0.5896181661078654,0.41038183389213456,0.5896181661078654,,0.41038183389213456
akiali43488770,Aki Ali,,2,0.0,48.0,0.0,False,November 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Aki Ali,1,0.5896181661078654,0.41038183389213456,0.5896181661078654,,0.41038183389213456
ali_arsalan72,Ali Arsalan,,2,32.0,9.0,0.0,False,July 2018,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali Arsalan,1,0.5896181661078654,0.41038183389213456,0.5896181661078654,,0.41038183389213456
alihaqiqi399879,Ali Haqiqi,,2,0.0,5.0,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali Haqiqi,1,0.5896181661078654,0.41038183389213456,0.5896181661078654,,0.41038183389213456
aliashtiani12,Ali Ashtiani,,2,26.0,813.0,0.0,False,September 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali Ashtiani,1,0.5896181661078654,0.41038183389213456,0.5896181661078654,,0.41038183389213456
aliazarids,Ali Azari,,2,7.0,66.0,0.0,False,October 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali Azari,1,0.5896181661078654,0.41038183389213456,0.5896181661078654,,0.41038183389213456
ali41766,Ali Yalcin,,0,2.0,40.0,0.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali Yalcin,1,0.5896181661078654,0.41038183389213456,0.5896181661078654,,0.41038183389213456
ali593633698253,ali,,0,0.0,11.0,1.0,False,December 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,ali,1,0.5896181661078654,0.41038183389213456,0.5896181661078654,,0.41038183389213456
ali94185358,Ali,Wanted to gay marriage,0,8.0,62.0,3.0,False,October 2019,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Wanted to gay marriage,Ali,1,0.5896181661078654,0.41038183389213456,0.5896181661078654,,0.41038183389213456
alinezhadi5,Ali Nezhadi,,2,64.0,1021.0,0.0,False,August 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ali Nezhadi,1,0.5896181661078654,0.41038183389213456,0.5896181661078654,,0.41038183389213456
alir33al,Ali,◉⃤,2,0.0,70.0,0.0,False,March 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,◉⃤,Ali,1,0.5896181661078654,0.41038183389213456,0.5896181661078654,,0.41038183389213456
alisajed465625,ALI SAJED,,1,304.0,956.0,77.0,False,September 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,ALI SAYED,1,0.5896181661078654,0.41038183389213456,0.5896181661078654,,0.41038183389213456
