username,display_name,manual_person_vs_organization,predicted_class,uncertainty_score,confidence_level,description,followers_count,following_count,statuses_count,verified,created_at,location,url,profile_image_url,profile_banner_url,description_en,display_name_en
1573cigars,1573 Cigars,,1,0.4223397364531527,0.5776602635468473,Exclusive U.K. Distributor of Foundation Cigar Company.,649.0,10.0,3.0,False,October 2023,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Exclusive U.K. Distributor of Foundation Cigar Company.,1573 Cigars
aliyuhy00700404,Aliyu Hydar,,1,0.4191803507857737,0.5808196492142262,To have is better than knowing how to use,170.0,1575.0,149.0,False,February 2022,"Kado, Nigeria",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,To have is better than knowing how to use,Aliyu Hydar
ali_f_alizada,Ali Alizada 🇦🇿,,0,0.4183357516652514,0.5816642483347486,"Ambassador of Azerbaijan to Iran and the Permanent Representative to ECO, served as the Consul General to Tabriz & the Ambassador of Azerbaijan to Pakistan",,182.0,8912.0,False,September 2016,"Baku, Azerbaijan",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Ambassador of Azerbaijan to Iran and the Permanent Representative to ECO, served as the Consul General to Tabriz & the Ambassador of Azerbaijan to Pakistan",Ali Alizada 🇦🇿
alexferra,Alex Ferra,,1,0.4178153521270592,0.5821846478729408,Music Video Director/Producer.  alexferra.com  facebook.com/alexferra  youtube.com/alexferraprodu …,555.0,78.0,462.0,False,June 2009,Los Angeles,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Music Video Director/Producer.  alexferra.com  facebook.com/alexferra  youtube.com/alexferraprodu …,Alex Ferra
allison61478051,Allison,,1,0.4173849493920918,0.5826150506079082,Don’t even know what I’m doing here tbh,2.0,10.0,5.0,False,June 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Don’t even know what I’m doing here tbh,Allison
abdelra07745930,عبدالرزاق الحيالي,,1,0.4165886491955975,0.5834113508044024,منشق من منظمة بدر وصاحب قناة على اليوتيوب ( قناة الأسير العراقي )  youtube.com/channel/UCbIAj …,,2406.0,1793.0,False,September 2020,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,منشق من منظمة بدر وصاحب قناة على اليوتيوب ( قناة الأسير العراقي )  youtube.com/channel/UCbIAj …,عبدالرزاق الحيالي
adan_galindo,Adán Galindo Vaca,,0,0.4089115089407501,0.5910884910592499,"life is rough and we must fight to make it better, make it happy and live in harmony",153.0,1215.0,969.0,False,April 2010,"La Huacana, Michoacán, México",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"life is rough and we must fight to make it better, make it happy and live in harmony",Adán Galindo Vaca
4viewers,4Viewers,,1,0.4070447366386566,0.5929552633613434,Your source of info for all things  @Channel4  (and sister channels). Want to know more? Click our website link below.,,1330.0,4.0,False,July 2009,UK,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Your source of info for all things  @Channel4  (and sister channels). Want to know more? Click our website link below.,4Viewers
a_sarkohi,Arash Sarkohi,,0,0.4069129773637442,0.5930870226362558,Welcome to the Jungle! (here mostly in farsi),2995.0,702.0,1854.0,False,October 2016,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Welcome to the Jungle! (here mostly in farsi),Arash Sarkohi
alexkrodriguez,"Alex Rodriguez, MPH",,1,0.4059770574554016,0.5940229425445984,"PhD Candidate, Public Health - SBS | @UFPHHP ,  @UFCAM , &  @HPRScholars | Passionate about #ArtsinPublicHealth | No longer on X, find me elsewhere on link below!",1359.0,1692.0,914.0,False,March 2022,"Gainesville, FL",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"PhD Candidate, Public Health - SBS | @UFPHHP ,  @UFCAM , &  @HPRScholars | Passionate about #ArtsinPublicHealth | No longer on X, find me elsewhere on link below!","Alex Rodriguez, MPH"
ala_ti_ti,الا‌ تى‌تى,,1,0.4058882441677049,0.594111755832295,"Hello, I'm still here. All that's left of yesterday!",2447.0,546.0,1400.0,False,October 2017,همه‌جا,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Hello, I'm still here. All that's left of yesterday!",الا‌ تى‌تى
agathaallweek,Agatha All Along Week,,1,0.4056489583752275,0.5943510416247725,"a week-long celebration of Agatha All Along fan works taking place 18-25th of May  organised by  @fixyfics  &  @derpswan , art by  @evgar_",2931.0,5.0,1548.0,False,February 2025,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"a week-long celebration of Agatha All Along fan works taking place 18-25th of May  organised by  @fixyfics  &  @derpswan , art by  @evgar_",Agatha All Along Week
af_ghost,AF_Ghost,,1,0.4053486760075374,0.5946513239924626,|27| just going through life,,1851.0,3955.0,False,August 2014,"Los Angeles, CA",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,|27| just going through life,AF_Ghost
aek_official,AEK Athletic Club,,0,0.404797682126772,0.595202317873228,Το επίσημο Twitter account του ΑΘΛΗΤΙΚΟΥ ΣΩΜΑΤΕΙΟΥ ΑΕΚ - The Official Twitter account of AEK Athletic Club,4357.0,27.0,,False,June 2018,Ελλάς,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Το επίσημο Twitter account του ΑΘΛΗΤΙΚΟΥ ΣΩΜΑΤΕΙΟΥ ΑΕΚ - The Official Twitter account of AEK Athletic Club,AEK Athletic Club
alishakourirad,علی‌شکوری‌راد,,1,0.4044001179143069,0.595599882085693,‌ عضو‌شورای‌مرکزی‌حزب‌اتحاد‌ ملت‌ایران‌اسلامی‌/رادیولوژیست/دانشیار‌دانشگاه‌علوم‌پزشکی‌تهران,,129.0,862.0,False,December 2016,Islamic Republic of Iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,‌ عضو‌شورای‌مرکزی‌حزب‌اتحاد‌ ملت‌ایران‌اسلامی‌/رادیولوژیست/دانشیار‌دانشگاه‌علوم‌پزشکی‌تهران,علی‌شکوری‌راد
albertcamus7700,Albert camus,,1,0.4040709607164455,0.5959290392835545,I have always loved everything about you. Even what i didn't understand. - Albert Camus,252.0,6861.0,315.0,False,October 2024,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,I have always loved everything about you. Even what i didn't understand. - Albert Camus,Albert camus
2012bb6656,Yves St-Laurent,,0,0.403367429506373,0.596632570493627,Avide de vérité et confiant en un avenir meilleur. Hungry for truth and confident in a better future. The best yet to come!,1782.0,2755.0,2335.0,False,October 2011,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Avide de vérité et confiant en un avenir meilleur. Hungry for truth and confident in a better future. The best yet to come!,Yves St-Laurent
alarabytv,التلفزيون العربي,,1,0.4033283450914983,0.5966716549085017,التلفزيون العربي.. الصورة الأوضح تابعوا تغطيتنا للأخبار العاجلة على مدار الساعة  @Alarabytv_BRK,,11.0,1356.0,False,April 2014,"Lusail, Qatar",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,التلفزيون العربي.. الصورة الأوضح تابعوا تغطيتنا للأخبار العاجلة على مدار الساعة  @Alarabytv_BRK,التلفزيون العربي
ahlulbayt_says,أهـلُ البـيت,,1,0.4033283450914983,0.5966716549085017,"أحيوا أمرنا رحم الله من أحيا أمرنا""التعليقات المنشورة لا تعبر عن رأي صفحتنا تابعونا على منصة X  @imam_ali_says  @ahlulbayt_says",,13.0,1315.0,False,November 2010,Kuwait,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"أحيوا أمرنا رحم الله من أحيا أمرنا""التعليقات المنشورة لا تعبر عن رأي صفحتنا تابعونا على منصة X  @imam_ali_says  @ahlulbayt_says",أهـلُ البـيت
albankaldawli,مجموعة البنك الدولي,,1,0.4033283450914983,0.5966716549085017,الحساب الرسمي لمجموعة البنك الدولي. رؤيتنا هي خلق عالم خال من الفقر على كوكب صالح للعيش. للاشتراك   wrld.bg/uSI950Lziwe,,313.0,1356.0,False,March 2011,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,الحساب الرسمي لمجموعة البنك الدولي. رؤيتنا هي خلق عالم خال من الفقر على كوكب صالح للعيش. للاشتراك   wrld.bg/uSI950Lziwe,مجموعة البنك الدولي
ahmedalharbi0_,غريب طوس,,1,0.4033283450914983,0.5966716549085017,اللهم اني اتوجه اليك بنبيك نبي الرحمه واهل بيته. الذين اخترتهم على علم على العالمين اللهم لين لي صعوبتها وحزونتها واكفني شرهافإنك الكافي المعافي والغالب القاهر,,27.0,1304.0,False,September 2014,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,اللهم اني اتوجه اليك بنبيك نبي الرحمه واهل بيته. الذين اخترتهم على علم على العالمين اللهم لين لي صعوبتها وحزونتها واكفني شرهافإنك الكافي المعافي والغالب القاهر,غريب طوس
aguilasmonu,Águilas Monumental,,1,0.4009732040996712,0.5990267959003288,"¡Fanáticos a morir de EL MÁS GRANDE y más ganador  de México, el  @ClubAmerica  ! Nuestro amor es MONUMENTAL  Telegram:  t.me/aguilasmonumen …",,148.0,1311.0,False,March 2010,México,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"¡Fanáticos a morir de EL MÁS GRANDE y más ganador  de México, el  @ClubAmerica  ! Nuestro amor es MONUMENTAL  Telegram:  t.me/aguilasmonumen …",Águilas Monumental
alan_pez_perrie,Alan Perrie 🦁,,1,0.4003552649262574,0.5996447350737426,"Take a wild guess if you think this shit is the views of my employer... ""Hard, massive and very funny...""",340.0,5662.0,1347.0,False,November 2009,"Birmingham, UK",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Take a wild guess if you think this shit is the views of my employer... ""Hard, massive and very funny...""",Alan Perrie 🦁
a_nazari99,A Nazari,,1,0.3995211222179621,0.6004788777820379,"To Achieve Victory, One Must Plan",21.0,276.0,1.0,False,March 2020,Islamic Republic of Iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"To Achieve Victory, One Must Plan",A Nazari
airwallex,Airwallex,,1,0.3995211222179621,0.6004788777820379,Empowering modern businesses to grow beyond borders,9375.0,516.0,1755.0,False,December 2015,"Melbourne, Victoria",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Empowering modern businesses to grow beyond borders,Airwallex
ahmet_k_han,Ahmet Kasım Han,,1,0.3995211222179621,0.6004788777820379,"Prof. Dr., Uluslararası İlişkiler, Strateji, Ekonomik - Siyasi Risk Analizi; YK Üyesi/MB  @EdamOrg ; RT not endors.; fav  to self",1.0,2390.0,1307.0,False,March 2012,"Istanbul, TR",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Prof. Dr., Uluslararası İlişkiler, Strateji, Ekonomik - Siyasi Risk Analizi; YK Üyesi/MB  @EdamOrg ; RT not endors.; fav  to self",Ahmet Kasım Han
acpreventiontdl,The Alliance for the Prevention of Atrocity Crimes,,1,0.3995211222179621,0.6004788777820379,Empowering civil society to create change after atrocity.   Email us: preventingac@thedutylegacy.org.uk,296.0,462.0,546.0,False,March 2024,"England, United Kingdom",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Empowering civil society to create change after atrocity.   Email us: preventingac@thedutylegacy.org.uk,The Alliance for the Prevention of Atrocity Crimes
alphard1black,Alphard (Taylor's Version),,1,0.3995211222179621,0.6004788777820379,I salute you if you’re much too much to handle.,4211.0,920.0,,False,June 2020,The Tortured Poets Department,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,I salute you if you’re much too much to handle.,Alphard (Taylor's Version)
ahlulbayttv,Ahlulbayt TV,,0,0.3992648226958426,0.6007351773041574,• World’s Premier Islamic English TV Network • The Holy Household for Every Household,,160.0,1318.0,False,September 2009,"London, UK",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,• World’s Premier Islamic English TV Network • The Holy Household for Every Household,Ahlulbayt TV
adaacademy,Ada Dev Academy,,1,0.3980877730100952,0.6019122269899048,"A nonprofit, cost-free software developer academy for women and gender expansive folks, changing the face of tech.",6402.0,744.0,5503.0,False,July 2013,"Seattle, Washington",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"A nonprofit, cost-free software developer academy for women and gender expansive folks, changing the face of tech.",Ada Dev Academy
aarnapatel68,Aarna Patel 🦋,,0,0.3973775183198131,0.6026224816801868,"As a financial analyst & representative at Stratos Finance Ltd, I believe the right connections build strong finances. If we become friends, it’s not just frien",465.0,7165.0,35.0,False,June 2025,Jakarta Indonesia,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"As a financial analyst & representative at Stratos Finance Ltd, I believe the right connections build strong finances. If we become friends, it’s not just frien",Aarna Patel 🦋
alainfcae,نادي العين,,1,0.3944677365370339,0.6055322634629661,الحساب الرسمي لنادي العين لكرة القدم,,19.0,1347.0,False,July 2011,"Al Ain, U.A.E",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,الحساب الرسمي لنادي العين لكرة القدم,نادي العين
a16zcrypto,a16z crypto,,0,0.3882224255990119,0.6117775744009881,We back bold entrepreneurs building the next internet.  Posts are not investment advice or an advertisement for investment services. See  a16z.com/disclosures,,511.0,7127.0,False,June 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,We back bold entrepreneurs building the next internet.  Posts are not investment advice or an advertisement for investment services. See  a16z.com/disclosures,a16z crypto
ajenews,Al Jazeera Breaking News,,0,0.3860585364389962,0.6139414635610038,"Breaking news from around the world. Follow  @AJEnglish  for analysis, videos and more. Join us on Telegram for real-time updates:  t.me/AJENews_Offici …",,166.0,1353.0,False,December 2008,"Doha, Qatar",,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"Breaking news from around the world. Follow  @AJEnglish  for analysis, videos and more. Join us on Telegram for real-time updates:  t.me/AJENews_Offici …",Al Jazeera Breaking News
