confidence_level,created_at,description,description_en,display_name,display_name_en,followers_count,following_count,iteration_source,location,manual_target_population,predicted_class,profile_banner_url,profile_image_url,statuses_count,target_population,uncertainty_score,url,username,verified,manual_label,prob_0,prob_1,prob_2,confidence_group
,February 2009,"Just a council estate kid. Mostly tired, fat & sweary",,Sarah Davies,,6039.0,2489.0,2.0,"Essex, UK",0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0.0,,,_sarahdavies,False,,,,,
,August 2022,,,SCANDALOU,,43.0,299.0,2.0,France,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,541.0,0.0,,,_scandalou_,False,,,,,
,July 2021,"Christian, Husband, Father",,Seth Nall,,31.0,1166.0,2.0,,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,378.0,0.0,,,_sethnall,False,,,,,
,September 2010,"WWE Hall of Famer, WWE Ambassador & former World Heavyweight Champion. For bookings contact PVT Paul Incerto @ 203-256-0004.",,SGT SLAUGHTER,,107700.0,107.0,2.0,,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,6124.0,0.0,,,_sgtslaughter,False,,,,,
,December 2024,"✡︎ • mentally in the 22nd century • data scientist in finance •  @bualumni  • talking about tech, consumer apps, quantum computing, culture, and shit like that",,Shahaf,,257.0,1970.0,2.0,nyc,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,786.0,0.0,,,_shahaf_,False,,,,,
,August 2025,sex felsefesi etik iyi sikiş felsefesi oncul anal kusay aşığı,,İbn Kusay el Kerhani,,16.0,73.0,2.0,,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,119.0,0.0,,,_sihelvi,False,,,,,
,January 2023,,,spinoss,,1.0,19.0,2.0,,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,0.0,0.0,,,_sky_tw,False,,,,,
,November 2021,,,soosoo~,,27.0,85.0,2.0,,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,79.0,1.0,,,_soommiii_,False,,,,,
,July 2022,《دنیا همه هیچ و اهل دنیا همه هیچ، ای هیچ برای هیچ بر هیچ مپیچ》,,Starboy ⭐️,,806.0,5214.0,2.0,Iran ☼𓃬,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,3509.0,1.0,,,_starboy369,False,,,,,
,May 2009,"Afro-encycopaedic Fashion 52 Bompas Road, Dunkeld, Johannesburg  Tuesday - Friday: 09:00 to 17:00 Saturdays: 09:00 to 15:00",,Thebe Magugu,,21300.0,314.0,2.0,,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,821.0,0.0,,,_thebemagugu_,False,,,,,
,October 2012,«ستادِ کیوت‌سازیِ توئیتر»      ممکنه دیر جواب بدم، معذرت می‌خوام ⁦,,Jimbo! 🌈🕕🌞,,757.0,237.0,2.0,سرزمین غیرمادری,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1.0,,,_thejimbo_,False,,,,,
,June 2018,بازمانده ۱۴ اکتبر | همه‌کاره/هیچ‌کاره,,LEFTOVER,,462.0,563.0,2.0,خارج,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,8309.0,1.0,,,_theleftover,False,,,,,
,June 2020,@ useless_goth_thembo_ in Twitch chat | Avantris brainrot still going strong | D&D/RPG/TTRPG things | Maker and collector of many math rocks (dice) |,,Definitely Not a Mimic,,19.0,124.0,2.0,,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,36.0,0.0,,,_uselessgothdm,False,,,,,
,November 2012,"I may be wicked, but still I gave an onion. (Real name is Rhys)",,Logan,,810.0,2000.0,2.0,,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,4889.0,0.0,,,_x_wolverine,False,,,,,
,December 2023,‌یازیرام، دۆزدۆ قاتیل_ قاتیلمییرسان آتیل_یانلیش دی دۆزۆن یاز | بیربئلهروانپریش,,səs siz,,532.0,436.0,2.0,Güney Azərbaycan,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,1.0,,,_ya_karim_,False,,,,,
0.5356192835744293,March 2020,a linguist,a linguist,Zelenska,Zelenska,21.0,309.0,3.0,United Kingdom,0.0,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,746.0,,0.4643807164255706,,_zelenska_,False,,,,,
,December 2025,,,Abdullah_AL lime,,0.0,13.0,2.0,,2.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,0.0,2.0,,,a2bdullah_,False,,,,,
0.537663444276874,September 2025,,,عباس فاضل,عباس فاضل,1.0,12.0,3.0,,0.0,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,0.0,,0.462336555723126,,a5sp3,False,,,,,
,June 2014,LIVE AND LET LIVE,,אביב AVIV 🇮🇱,,3028.0,7496.0,2.0,ישראל,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0.0,,,a8484aviv,False,,,,,
,December 2019,نماینده دوره دهم و یازدهم مردم تبریز، اسکو و آذرشهر در مجلس شورای اسلامی|استاندار اسبق آذربایجان شرقی t.me/ahmadalirezabe …,,احمد علیرضابیگی,,3823.0,30.0,2.0,Islamic Republic of Iran,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,427.0,1.0,,,a_alirezabeigi,False,,,,,
0.5211927448426462,June 2023,,,Amir Fallahzadeh,Amir Fallahzadeh,1.0,222.0,3.0,,2.0,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1.0,,0.4788072551573538,,a_fallahzadeh,False,,,,,
0.5133261745282612,March 2020,"To Achieve Victory, One Must Plan","To Achieve Victory, One Must Plan",A Nazari,A Nazari,21.0,276.0,3.0,Islamic Republic of Iran,1.0,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1.0,,0.4866738254717387,,a_nazari99,False,,,,,
,May 2024,اللَّهُمَّ لَا تَدَع لي أمْراً إِلَّا يَسَّرَتْهُ وَلَا حُلْماً إِلَّا حَقَّقَتَهُ,,حــزامـ,,389.0,943.0,2.0,ID52159146623,2.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,2.0,,,a_s_v_t_r,False,,,,,
,May 2023,خبرنگار,,عارفه سلیمانی,,14.0,93.0,2.0,,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,27.0,1.0,,,a_soleimani_f,False,,,,,
,May 2014,AAIHS was founded to foster dialogue about #Black thought & culture. We publish the blog  @BlkPerspectives  (President:  @robgreeneII ):  bit.ly/2iEQ4uU,,AAIHS,,36100.0,108.0,2.0,,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,6145.0,0.0,,,aaihs,False,,,,,
0.5306076341663086,April 2023,هلالي هلال السعادة  نادي السعادة,هلالي هلال السعادة  نادي السعادة,زعيم اسيا عشق سنين الطفولة,زعيم اسيا عشق سنين الطفولة,134.0,1392.0,3.0,,0.0,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,444.0,,0.4693923658336913,,aalbahrayn5356,False,,,,,
0.5092641180017612,June 2025,,,Alzamn aljamel,Alzamn aljamel,27.0,1200.0,3.0,,2.0,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,0.0,,0.4907358819982388,,aaljamel13216,False,,,,,
0.5258511234655998,November 2009,Director of Zero,Director of Zero,Aanand L Rai,Aanand L Rai,,3.0,3.0,,0.0,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,6281.0,,0.4741488765344002,,aanandlrai,False,,,,,
0.5197170661896495,December 2016,دانش آموخته سیاست(دانشگاه علامه طباطبایی) فَمِنۡهُم مَّن قَضَىٰ نَحۡبَهُۥ وَمِنۡهُم مَّن يَنتَظِرُۖ وَمَا بَدَّلُواْ تَبۡدِيلٗا.تعلق جناحی و دعوای جناحی ندارم.,دانش آموخته سیاست(دانشگاه علامه طباطبایی) فَمِنۡهُم مَّن قَضَىٰ نَحۡبَهُۥ وَمِنۡهُم مَّن يَنتَظِرُۖ وَمَا بَدَّلُواْ تَبۡدِيلٗا.تعلق جناحی و دعوای جناحی ندارم.,عبدالله گنجی,عبدالله گنجی,,199.0,3.0,Islamic Republic of Iran,1.0,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,6157.0,,0.4802829338103505,,ab_ganji,False,,,,,
,July 2016,عباس اصلانی | صفحه فارسی |خبرنگار و پژوهشگر در حوزه سیاست خارجی و بین‌الملل   | صفحه انگلیسی (English account):  @AbasAslani,,Abas Aslani | عباس اصلانی,,1213.0,505.0,2.0,تهران,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,2528.0,1.0,,,abasinfo,False,,,,,
0.5250230023200211,March 2015,"Independent, i believe health, free speech and education a fundamental human right.","Independent, i believe health, free speech and education a fundamental human right.",Abazar Hassan,Abazar Hassan,,807.0,3.0,Sudan,0.0,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,2056.0,,0.4749769976799789,,abazarhassan,False,,,,,
0.5001014262412066,March 2021,عٌآشُقُ عٌلَيَ آبًنِ آبيَ طِآلَبً,عٌآشُقُ عٌلَيَ آبًنِ آبيَ طِآلَبً,ABBAS Alawadi,ABBAS Alawadi,109.0,641.0,3.0,,0.0,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,138.0,,0.4998985737587934,,abbasalawadi6,False,,,,,
,April 2021,Researcher Author Director Producer,,Abbas_Mowzoon,,15000.0,0.0,2.0,,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,390.0,1.0,,,abbasmowzoon,False,,,,,
0.5340465715623589,March 2010,"Mom, rule breaker, anchor of CNN Newsnight with Abby Phillip at 10pm ET","Mom, rule breaker, anchor of CNN Newsnight with Abby Phillip at 10pm ET",Abby D. Phillip,Abby D. Phillip,,3911.0,3.0,"Washington, DC",0.0,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,6157.0,,0.4659534284376411,,abbydphillip,False,,,,,
,October 2008,"New York's #1 news, Channel 7 Eyewitness News. WABC-TV. Comments & photos shared here or using #abc7NY could be used on any ABC platforms.",,Eyewitness News,,725200.0,725.0,2.0,New York City,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,0.0,,,abc7ny,False,,,,,
0.5121655500614237,October 2014,عبدی کلانتری --- abdee-kalantari.blogspot.com nilgoon.org vimeo.com/user5224333,عبدی کلانتری --- abdee-kalantari.blogspot.com nilgoon.org vimeo.com/user5224333,Abdee Kalantari,Abdee Kalantari,5015.0,1583.0,3.0,,1.0,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1290.0,,0.4878344499385763,,abdeekalantari,False,,,,,
0.5019404176069869,May 2013,,,Abdelkarim💎,Abdelkarim💎,,208.0,3.0,,0.0,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,3938.0,,0.498059582393013,,abdelkarimslp,False,,,,,
,November 2025,,,Abdelmonim Elgak,,0.0,15.0,2.0,,2.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1.0,2.0,,,abdelmonim68330,False,,,,,
0.5374556588888895,December 2025,,,Abdolah Khavary,Abdolah Khavary,0.0,3.0,3.0,,2.0,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,0.0,,0.4625443411111105,,abdolahkha36267,False,,,,,
0.522296394646768,January 2021,خطيب أهل السنة ورئيس جامعة دار العلوم بمدينة زاهدان، ورئيس منظمة اتحاد المدارس الدينية لأهل السنة بمحافظة سيستان وبلوشستان - إيران,خطيب أهل السنة ورئيس جامعة دار العلوم بمدينة زاهدان، ورئيس منظمة اتحاد المدارس الدينية لأهل السنة بمحافظة سيستان وبلوشستان - إيران,فضيلة الشيخ عبد الحميد إسماعيل زهي,فضيلة الشيخ عبد الحميد إسماعيل زهي,3445.0,2.0,3.0,Iran,1.0,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,379.0,,0.477703605353232,,abdolhamidnetar,False,,,,,
,June 2014,"Writer,Director,Producer //  agiff.arkgate.ca",,Abdolreza Kahani,,20700.0,299.0,2.0,,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,247.0,1.0,,,abdolrezakahani,False,,,,,
0.5242409910678609,December 2025,,,Abdulkerim Diril,Abdulkerim Diril,0.0,1.0,3.0,,2.0,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,0.0,,0.475759008932139,,abdul534kerim,False,,,,,
0.5212262754718182,June 2023,,,Abdul Ghafor Alavi,Abdul Ghafor Alavi,1.0,7.0,3.0,,2.0,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,0.0,,0.4787737245281818,,abdulhaidari313,False,,,,,
0.527370929580306,August 2012,Researcher  @amnesty  | Lawyer | Human Rights | Protection of Civilians.,Researcher  @amnesty  | Lawyer | Human Rights | Protection of Civilians.,Abdullahi Hassan,Abdullahi Hassan,2846.0,783.0,3.0,"Nairobi, Kenya",0.0,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1923.0,,0.472629070419694,,abdullahisom1,False,,,,,
,June 2025,يمني يبحث عن وطن.!,,محمد المعمري,,6.0,118.0,2.0,اليمن,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,253.0,0.0,,,abdulsalamdoct,False,,,,,
,May 2019,Earnestly striving to achieve the honour of becoming one of the sincere slaves of Sayeda Fatima al-Zahraa (as).,,عبدالزهراء عبدالحسين,,2430.0,366.0,2.0,جنة الخدام بين الحرمين,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,5896.0,0.0,,,abdulzahraa_,False,,,,,
,September 2025,,,Zain Al-Ameri,,17.0,552.0,2.0,,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,10.0,0.0,,,abdynal18132,False,,,,,
0.513928800853417,September 2022,مانیا,مانیا,Ab.Es,Ab.Es,12.0,240.0,3.0,,1.0,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,150.0,,0.486071199146583,,abed33474966,False,,,,,
0.5092183132891486,January 2022,t.me/abolfazlhaddadi,t.me/abolfazlhaddadi,Haddadi,Haddadi,,415.0,3.0,,1.0,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,3931.0,,0.4907816867108514,,abhaddadii,False,,,,,
,July 2017,"Assistant Professor in Islamic Philosophy & History, Leiden University| Series Editor, Islamic Thought & History| Editor in Chief, Taḥqīq Journal, Brill.",,Ahab Bdaiwi איהאבּ ܐܝܗܐܒ,,33500.0,937.0,2.0,Leiden/London,2.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,4281.0,2.0,,https://x.com/abhistoria,abhistoria,False,,,,,
,September 2022,SFF Author on Submission | Agent  @BookFairyAngus  | Doctor Husband and Dance Dad | Jiu Jitsu | Retired Gamer | Dark Academia WIP,,A.B. Koga,,643.0,633.0,2.0,Scottsdale,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1953.0,0.0,,,abkoga,False,,,,,
0.5359656228171049,October 2023,"Les petites filles obéissantes vont au paradis, les autres vont ou elles veulent","Les petites filles obéissantes vont au paradis, les autres vont ou elles veulent",N.P.L,N.P.L,113.0,337.0,3.0,Dimension,0.0,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,6157.0,,0.4640343771828951,,abn0029,False,,,,,
0.5372067390278145,November 2022,,,حبیبی محمد,حبیبی محمد,61.0,777.0,3.0,,1.0,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,175.0,,0.4627932609721855,,aboarab90547242,False,,,,,
,March 2015,Red de Liderazgo y Desarrollo Profesional para abogadas en México.,,Abogadas MX,,4618.0,839.0,2.0,Mexico,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,3107.0,0.0,,,abogadasmx,False,,,,,
0.5298402098060883,November 2025,ɪ ᴄᴀɴ'ᴛ ʙᴇʟɪᴠᴇ ʏᴏᴜ ʟᴇғᴛ,ɪ ᴄᴀɴ'ᴛ ʙᴇʟɪᴠᴇ ʏᴏᴜ ʟᴇғᴛ,ABOL,ABOL,0.0,8.0,3.0,iran,1.0,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,0.0,,0.4701597901939117,,abol1159817,False,,,,,
0.5228643025304531,December 2025,,,aboliparande,aboliparande,1.0,53.0,3.0,,2.0,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,0.0,,0.4771356974695468,,aboliparande,False,,,,,
0.5316204208758271,June 2020,from Gaza .,from Gaza .,aboodmatar,aboodmatar,513.0,5502.0,3.0,,0.0,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,444.0,,0.4683795791241729,,aboodmatar17,False,,,,,
0.509296382344759,November 2021,هر کاری میکنم برای براندازیخبررسانآگاهی دهنده,هر کاری میکنم برای براندازیخبررسانآگاهی دهنده,تتو آرتیست,تتو آرتیست,,193.0,3.0,آزادی,1.0,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,7656.0,,0.4907036176552409,,aboutmes7,False,,,,,
0.5141017027069261,January 2018,,,sleil_adb,sleil_adb,14.0,575.0,3.0,,2.0,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,231.0,,0.4858982972930739,,absleil,False,,,,,
,March 2025,Nasdaq: ABTC | Building America's Bitcoin infrastructure backbone,,American Bitcoin,,49600.0,6.0,2.0,USA,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,374.0,0.0,,,abtc,False,,,,,
,August 2023,المسؤول الأمني لكتائب حزب الله في العراق,,ابو علي العسكري,,2697.0,0.0,2.0,Iraq,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,4.0,1.0,,,abu_al_askary,False,,,,,
,September 2025,,,عبدالله الخالدي,,0.0,16.0,2.0,,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,4.0,0.0,,,abu_aqeel86,False,,,,,
0.5289309497203547,December 2025,,,Abuhafi,Abuhafi,0.0,3.0,3.0,,2.0,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1.0,,0.4710690502796453,,abuhafi146615,False,,,,,
0.5252585167601609,November 2025,,,Abunadiem,Abunadiem,0.0,1.0,3.0,,2.0,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1.0,,0.4747414832398391,,abunadiem,False,,,,,
0.5302423867783457,November 2022,,,abuzar,abuzar,0.0,94.0,3.0,,2.0,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,0.0,,0.4697576132216543,,abuzar42172607,False,,,,,
0.5216978733622931,April 2024,حفيد من أحفاد كفار ومشركي قريش,حفيد من أحفاد كفار ومشركي قريش,أبو لهب الحداثي,أبو لهب الحداثي,10.0,207.0,3.0,"Xanxerê, Brasil",0.0,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,83.0,,0.4783021266377069,,abwlhbalhdathy,False,,,,,
,September 2025,,,سجاد ابو مهدي,,0.0,70.0,2.0,,2.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,0.0,2.0,,,abwmhdy75844,False,,,,,
0.5225401038428186,April 2025,"آتفه چهارمحالیان  Poet, writer, and human rights activist For me, literature is a necessity of intervention","آتفه چهارمحالیان  Poet, writer, and human rights activist For me, literature is a necessity of intervention",Atefeh Chaharmahaliayan,Atefeh Chaharmahaliayan,112.0,163.0,3.0,"Hamburg, Germany",1.0,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,7.0,,0.4774598961571814,,achaharmahaliy,False,,,,,
0.5206918817630644,July 2009,Asia's premier J-school,Asia's premier J-school,ACJ,ACJ,7237.0,611.0,3.0,"Chennai, India",0.0,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1249.0,,0.4793081182369356,,acjindia,False,,,,,
,February 2021,,,acrvir,,0.0,42.0,2.0,,2.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1.0,2.0,,,acrvir,False,,,,,
0.5326334798729008,October 2025,Up yours!,Up yours!,AdamAnt,AdamAnt,32.0,304.0,3.0,United States,0.0,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1028.0,,0.4673665201270992,,adamant_85,False,,,,,
,May 2025,Okay but... I’m kinda close to stunning?  Come say hi in DMs.,,LilyPerry,,510.0,3722.0,2.0,where the vibes are,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1567.0,0.0,,,addyperry20,False,,,,,
0.507341799640851,February 2025,,,Adelia Torphy,Adelia Torphy,84.0,3362.0,3.0,,0.0,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1.0,,0.492658200359149,,adeliatorp64676,False,,,,,
0.5126152974814863,August 2011,,,Adel,Adel,175.0,639.0,3.0,Iran,1.0,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,168.0,,0.4873847025185137,,adelzarandi,False,,,,,
,September 2013,"Evangelion, Utena, Sailor Moon... c'est Noël avant l'heure",,Animation Digital Network,,385900.0,676.0,2.0,Paris,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1315.0,0.0,,,adnanime,False,,,,,
,May 2024,,,آدرین,,14.0,539.0,2.0,,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,0.0,1.0,,,adryn848,False,,,,,
,June 2025,"Helping women control and maximize their wealth  Senior Advisor at Barron’s Top 25 Firm  CFP®, Masters in Taxation  CFA Level III Candidate",,"Rebecca Iacopelli, CFP®, MT",,10.0,27.0,2.0,"Philadelphia, PA",0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,56.0,0.0,,,advisorbecki,False,,,,,
0.5370224042811764,December 2016,Dreamer,Dreamer,آئین,آئین,313.0,187.0,3.0,iran,1.0,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1897.0,,0.4629775957188236,,aeeeeeeeeeeen,False,,,,,
,November 2025,"Greetings! I'm Serdar. I'm the founder of this small shop, born from the question: 'Why shouldn't everyone have easy access to striking art pieces?",,Aes Digitally Art Prints,,29.0,333.0,2.0,Turkey,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,32.0,0.0,,,aesdigitallyart,False,,,,,
0.5257313459732609,November 2018,ほう… 向かってくるのか…  逃げずにこのDIOに近づいてくるのか...  近づかなきゃてめーをブチのめせないんでな.,ほう… 向かってくるのか…  逃げずにこのDIOに近づいてくるのか...  近づかなきゃてめーをブチのめせないんでな.,私はいつもここにいます,私はいつもここにいます,45.0,1038.0,3.0,きょと、 ジャパン,0.0,0.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,4050.0,,0.4742686540267391,,aesthetic993,False,,,,,
,June 2020,The first official organization for Afghan #LGBTQ+ people based in Czech Republic,,Afghan LGBT Organization (ALO),,1190.0,401.0,2.0,Česká republika & Afghanistan,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,216.0,0.0,,,afghanlgbt,False,,,,,
,August 2021,اولین شبکه خبری بین‌المللی ۲۴ ساعته افغانستان The First 24/7 International News Channel for Afghanistan,,Afghanistan International - افغانستان اینترنشنال,,19600.0,8.0,2.0,"UK, London",1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,8.0,1.0,,,afintl_,False,,,,,
0.5025125176007237,June 2021,The First 24/7 International News Channel for Afghanistan اولین شبکه خبری بین‌المللی ۲۴ ساعته افغانستان Email: info@afintl.com WhatsApp: +447340006000,The First 24/7 International News Channel for Afghanistan اولین شبکه خبری بین‌المللی ۲۴ ساعته افغانستان Email: info@afintl.com WhatsApp: +447340006000,افغانستان اینترنشنال,افغانستان اینترنشنال,,10.0,3.0,"London, UK",0.0,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1315.0,,0.4974874823992763,,afintlbrk,False,,,,,
,August 2020,آزادی,,سعید افکاری,,68900.0,78.0,2.0,,1.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1273.0,1.0,,,afkari_saeed,False,,,,,
0.5376217047111913,July 2025,,,Afra,Afra,8.0,178.0,3.0,,2.0,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,1.0,,0.4623782952888087,,afra7172,False,,,,,
0.5099832196319695,March 2019,دارای فاز هنری    instagram.com/afsharmoghaddam,دارای فاز هنری    instagram.com/afsharmoghaddam,افشار مقدم,افشار مقدم,3726.0,192.0,3.0,,1.0,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,9288.0,,0.4900167803680305,,afsharmog,False,,,,,
0.5338087842095067,September 2020,Multimedia Journalist  @manototv,Multimedia Journalist  @manototv,Afsheen Moosavi,Afsheen Moosavi,326.0,106.0,3.0,"London, England",0.0,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,73.0,,0.4661912157904933,,afsheenmoosavi,False,,,,,
,July 2014,Don’t just pay later. #PayBetter Afterpay it in 4.,,Afterpay,,5939.0,521.0,2.0,Australia,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,964.0,0.0,,,afterpay_au,False,,,,,
,September 2023,,,あがけるか,,100.0,3464.0,2.0,,0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,0.0,0.0,,,agakeruka71284,False,,,,,
,August 2009,"Témoigner, décrypter, faire rêver, inventer : depuis plus de 30 ans, CAPA raconte le monde... avec un pas de côté. #CAPApresse #CAPAdrama  @CAPAcorporate",,CAPA,,7920.0,612.0,2.0,"Paris, France",0.0,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,5264.0,0.0,,,agencecapa,False,,,,,
0.5099258523617715,October 2012,Engineering | Politics | Art,Engineering | Politics | Art,Amirreza Ghomchi,Amirreza Ghomchi,6.0,665.0,3.0,Tehran-Iran,1.0,1.0,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,2633.0,,0.4900741476382285,,aghomchi,False,,,,,
