username,display_name,description,followers_count,following_count,statuses_count,verified,created_at,location,url,profile_image_url,profile_banner_url,description_en,display_name_en,predicted_class,prob_0,prob_1,confidence_level,uncertainty_score,manual_locals_vs_diaspora
2bender,Bender,ما باید در تهران و در اصفهان و در یزد و در مشهد مصروف زدن روافض باشیم. سخت لذتبخش خواهد بود.,3313.0,667.0,0.0,False,February 2010,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,ما باید در تهران و در اصفهان و در یزد و در مشهد مصروف زدن روافض باشیم. سخت لذتبخش خواهد بود.,Bender,1,0.2023965894036054,0.7976034105963946,0.7976034105963946,0.2023965894036054,
ahadsadeghi71,Ahad.sadeghi71,روزگارم بد نیست، اگر نابخردی ها و کج اندیشی ها و قضاوت ها بگذارند.,238.0,735.0,336.0,False,March 2019,همه جای ایران سرای من است,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,روزگارم بد نیست، اگر نابخردی ها و کج اندیشی ها و قضاوت ها بگذارند.,Ahad.sadeghi71,1,0.2006283603943395,0.7993716396056605,0.7993716396056605,0.2006283603943395,
_iweni,🌚🤍,بُگذار گُم‌ شَوَم دَر تو ...,80.0,370.0,96.0,False,May 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,بُگذار گُم‌ شَوَم دَر تو ...,🌚🤍,1,0.20003665941812498,0.799963340581875,0.799963340581875,0.20003665941812498,
alimokhtari102,Ali Mokhtari,Almost Architect. بندهء چای(به جز چای کیسه‌ای.),82.0,148.0,1401.0,False,April 2021,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,Almost Architect. بندهء چای(به جز چای کیسه‌ای.),Ali Mokhtari,1,0.19871220623551644,0.8012877937644836,0.8012877937644836,0.19871220623551644,
1pezeshk_plus,«یک پزشک» پلاس,اکانت توییتر وابسته به سایت «یک پزشک»، برای بازتاب تازه‌ترین اخبار در زمینه دانش، فرهنگ، پزشکی و ورزش.,233.0,740.0,4.0,False,July 2016,Islamic Republic of Iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,اکانت توییتر وابسته به سایت «یک پزشک»، برای بازتاب تازه‌ترین اخبار در زمینه دانش، فرهنگ، پزشکی و ورزش.,«یک پزشک» پلاس,1,0.19648352260576274,0.8035164773942373,0.8035164773942373,0.19648352260576274,
aghdadaash,آق داداش,,1.0,161.0,29.0,False,April 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,آق داداش,0,0.8035802708644583,0.19641972913554173,0.8035802708644583,0.19641972913554173,
alireza84808379,دموکراسی برابری انقلاب قانون,انقلاب قانون,149.0,351.0,8996.0,False,November 2022,ایران,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,انقلاب قانون,دموکراسی برابری انقلاب قانون,1,0.1953577030228133,0.8046422969771867,0.8046422969771867,0.1953577030228133,
__injaneb96,ثنا ابراهیمی | Sana Ebrahimi,"A PhD candidate passionate about politics, fighting Islamists and terrorists. A retweet is not an endorsement. Opinions are mine.",0.0,837.0,5593.0,False,March 2019,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,"A PhD candidate passionate about politics, fighting Islamists and terrorists. A retweet is not an endorsement. Opinions are mine.",ثنا ابراهیمی | Sana Ebrahimi,1,0.194613856055462,0.805386143944538,0.805386143944538,0.194613856055462,
ahangparvaz_co,آژانس هواپیمایی آهنگ پرواز,| کارگزار و مجری مستقیم تورهای اروپایی، آسیایی و داخلی، متخصص اخذ ویزا شنگن اروپا، رزرو هتل و بلیط های داخلی و خارجی,890.0,5415.0,69.0,False,October 2018,Islamic Republic of Iran,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,| کارگزار و مجری مستقیم تورهای اروپایی، آسیایی و داخلی، متخصص اخذ ویزا شنگن اروپا، رزرو هتل و بلیط های داخلی و خارجی,آژانس هواپیمایی آهنگ پرواز,1,0.1936533385310204,0.8063466614689796,0.8063466614689796,0.1936533385310204,
ahdeaghiq,عهد عقیق,,81.0,191.0,25.0,False,October 2012,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,عهد عقیق,1,0.19280600327601194,0.8071939967239881,0.8071939967239881,0.19280600327601194,
ahmedalharbi0_,غريب طوس,اللهم اني اتوجه اليك بنبيك نبي الرحمه واهل بيته. الذين اخترتهم على علم على العالمين اللهم لين لي صعوبتها وحزونتها واكفني شرهافإنك الكافي المعافي والغالب القاهر,0.0,27.0,1304.0,False,September 2014,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,اللهم اني اتوجه اليك بنبيك نبي الرحمه واهل بيته. الذين اخترتهم على علم على العالمين اللهم لين لي صعوبتها وحزونتها واكفني شرهافإنك الكافي المعافي والغالب القاهر,غريب طوس,0,0.8078764861094443,0.19212351389055568,0.8078764861094443,0.1921235138905557,
abed33474966,Ab.Es,مانیا,12.0,240.0,150.0,False,September 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,مانیا,Ab.Es,1,0.18983322590055296,0.810166774099447,0.810166774099447,0.18983322590055296,
abdusalamsalah,محمد عبدالسلام,الناطق الرسمي لأنصار الله ورئيس مجلس الإدارة لشبكة المسيرة الإعلامية ورئيس الوفد الوطني .  t.me/abdulsalamsalah,0.0,201.0,4298.0,False,September 2015,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,الناطق الرسمي لأنصار الله ورئيس مجلس الإدارة لشبكة المسيرة الإعلامية ورئيس الوفد الوطني .  t.me/abdulsalamsalah,محمد عبدالسلام,0,0.8107590992662351,0.18924090073376484,0.8107590992662351,0.18924090073376487,
adryn848,آدرین,,14.0,539.0,0.0,False,May 2024,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,آدرین,1,0.18802350344105712,0.8119764965589429,0.8119764965589429,0.18802350344105712,
abasabolfathi43,متفورمین,هدیه خدایان!,167.0,920.0,0.0,False,May 2024,شیراز,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,هدیه خدایان!,متفورمین,1,0.18767764934309938,0.8123223506569006,0.8123223506569006,0.18767764934309938,
_mriyim_,مریمم🦋,:)))),131.0,114.0,1.0,False,April 2023,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,:)))),مریمم🦋,1,0.18666958805655487,0.8133304119434451,0.8133304119434451,0.18666958805655487,
abasinfo,Abas Aslani | عباس اصلانی,عباس اصلانی | صفحه فارسی |خبرنگار و پژوهشگر در حوزه سیاست خارجی و بین‌الملل   | صفحه انگلیسی (English account):  @AbasAslani,1213.0,505.0,2528.0,False,July 2016,تهران,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,عباس اصلانی | صفحه فارسی |خبرنگار و پژوهشگر در حوزه سیاست خارجی و بین‌الملل   | صفحه انگلیسی (English account):  @AbasAslani,Abas Aslani | عباس اصلانی,1,0.18584556124837348,0.8141544387516265,0.8141544387516265,0.18584556124837348,
ahmadrezakzmi,احمدرضا کاظمی,نویسنده، کمدین و طنزنویس سابق مطبوعات,0.0,278.0,2805.0,False,November 2014,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,نویسنده، کمدین و طنزنویس سابق مطبوعات,احمدرضا کاظمی,1,0.18528697249702542,0.8147130275029746,0.8147130275029746,0.18528697249702542,
alireza4759,رضا,تکنیسین الکترونیک.فروش ونصب دوربینهای مداربسته و دزدگیر اماکن و سانترال تلفن.,5.0,99.0,1732.0,False,February 2016,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,تکنیسین الکترونیک.فروش ونصب دوربینهای مداربسته و دزدگیر اماکن و سانترال تلفن.,رضا,1,0.1842627709681839,0.8157372290318161,0.8157372290318161,0.1842627709681839,
ali_damghani_84,Alireza Damghani,دانشجوی علوم سیاسی دانشگاه تهران| Student of political science in UT| عضوی از خانواده حزب‌الله؛ یه جادی... از دیار امام رئوف(ع),14.0,313.0,7.0,False,November 2024,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,دانشجوی علوم سیاسی دانشگاه تهران| Student of political science in UT| عضوی از خانواده حزب‌الله؛ یه جادی... از دیار امام رئوف(ع),Alireza Damghani,1,0.1841384762266547,0.8158615237733453,0.8158615237733453,0.1841384762266547,
abasiabbassi,Shahram Abbassi,استاد سابق دانشگاه فردوسی# استاد مدعو در دانشگاه وسترن کانادا,516.0,369.0,241.0,False,April 2015,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,استاد سابق دانشگاه فردوسی# استاد مدعو در دانشگاه وسترن کانادا,Shahram Abbassi,1,0.18400259747019876,0.8159974025298012,0.8159974025298012,0.18400259747019876,
alirezaabasi_ir,علیرضا عباسی,▪︎نماینده مردم شریف کرج، فردیس و اشتهارد در مجلس شورای اسلامی ▪︎نائب‌رئیس کمیسیون کشاورزی مجلس ▪︎ استاد تمام دانشگاه تهران و عضو هیئت علمی دانشگاه تهران,2505.0,61.0,806.0,False,March 2020,جمهوری اسلامی ایران,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,▪︎نماینده مردم شریف کرج، فردیس و اشتهارد در مجلس شورای اسلامی ▪︎نائب‌رئیس کمیسیون کشاورزی مجلس ▪︎ استاد تمام دانشگاه تهران و عضو هیئت علمی دانشگاه تهران,علیرضا عباسی,1,0.18329955520121755,0.8167004447987825,0.8167004447987825,0.18329955520121755,
ahimsaaaa,Ahimsa آهیمسا,,12.0,61.0,128.0,False,September 2022,,,https://pbs.twimg.com/profile_images/2001266107307716608/uR5QrmOd_normal.png,,,Ahimsa آهیمسا,1,0.17970049779136188,0.8202995022086381,0.8202995022086381,0.17970049779136188,
