Name,Wikipedia_Link,wikidata_qid,wikidata_url,wikidata_gender,wikidata_occupation,wikidata_country_of_citizenship,wikidata_place_of_birth,wikidata_date_of_birth
'Ali ibn al-'Abbas al-Majusi,https://en.wikipedia.org/wiki/%27Ali_ibn_al-%27Abbas_al-Majusi,,,,,,,
Ibn Marzuban,https://en.wikipedia.org/wiki/Ibn_Marzuban,Q16199772,https://www.wikidata.org/wiki/Q16199772,male,physician; theologian,Iran,Isfahan,
Abu Sahl 'Isa ibn Yahya al-Masihi,https://en.wikipedia.org/wiki/Abu_Sahl_%27Isa_ibn_Yahya_al-Masihi,,,,,,,
Al-Natili,https://en.wikipedia.org/wiki/Al-Natili,Q4703021,https://www.wikidata.org/wiki/Q4703021,male,physician,Iran,,0901-01-01T00:00:00Z
Qumri,https://en.wikipedia.org/wiki/Qumri,Q4116613,https://www.wikidata.org/wiki/Q4116613,male,physician,Iran,,
Abu 'Ubayd al-Juzjani,https://en.wikipedia.org/wiki/Abu_%27Ubayd_al-Juzjani,,,,,,,
Avicenna,https://en.wikipedia.org/wiki/Avicenna,Q8011,https://www.wikidata.org/wiki/Q8011,male,Islamic jurist; astronomer; chemist; ethicist; mathematician; music theorist; philosopher; physician; physicist; poet; polymath; writer,,Afshona,0980-01-01T00:00:00Z
Al-Hakim al-Munajjim,https://en.wikipedia.org/wiki/Al-Hakim_al-Munajjim,Q62068754,https://www.wikidata.org/wiki/Q62068754,male,astrologer; da'i; physician,Nizari Ismaili state,Iran,1050-01-01T00:00:00Z
Ibn Hindu,https://en.wikipedia.org/wiki/Ibn_Hindu,Q17004559,https://www.wikidata.org/wiki/Q17004559,male,philosopher; physician; poet; secretary,Buyid dynasty; Iran,Qom,0942-01-01T00:00:00Z
Muhammad ibn Yusuf al-Ilaqi,https://en.wikipedia.org/wiki/Muhammad_ibn_Yusuf_al-Ilaqi,Q117991,https://www.wikidata.org/wiki/Q117991,male,physician; scientist,,Nishapur,
Sharaf al-Zaman al-Marwazi,https://en.wikipedia.org/wiki/Sharaf_al-Zaman_al-Marwazi,Q7489382,https://www.wikidata.org/wiki/Q7489382,male,historian; physician; zoologist,Seljuk Empire,Merv,1056-01-07T00:00:00Z
Ahmad ibn Farrokh,https://en.wikipedia.org/wiki/Ahmad_ibn_Farrokh,Q4695519,https://www.wikidata.org/wiki/Q4695519,male,scientist,Iran,,
Zayn al-Din Gorgani,https://en.wikipedia.org/wiki/Zayn_al-Din_Gorgani,Q2908840,https://www.wikidata.org/wiki/Q2908840,male,inventor; philosopher; physician,Abbasid Caliphate,Gorgan,1040-01-01T00:00:00Z
Amin al-Din Rashid al-Din Vatvat,https://en.wikipedia.org/wiki/Amin_al-Din_Rashid_al-Din_Vatvat,Q4746330,https://www.wikidata.org/wiki/Q4746330,male,physician,Iran,,
Awḥad al-Dīn al-Rāzī,https://en.wikipedia.org/wiki/Aw%E1%B8%A5ad_al-D%C4%ABn_al-R%C4%81z%C4%AB,,,,,,,
Sa'd al-Dawla al-Safi ibn Hibatullah,https://en.wikipedia.org/wiki/Sa%27d_al-Dawla_al-Safi_ibn_Hibatullah,,,,,,,
Rashid al-Din Hamadani,https://en.wikipedia.org/wiki/Rashid_al-Din_Hamadani,Q328782,https://www.wikidata.org/wiki/Q328782,male,historian; inventor; physician; politician; scientist,Ilkhanate,Hamadan,1247-01-01T00:00:00Z
Zakariya al-Qazwini,https://en.wikipedia.org/wiki/Zakariya_al-Qazwini,Q144639,https://www.wikidata.org/wiki/Q144639,male,geographer; historian; judge; mathematician; naturalist; zoologist,,Qazvin,1203-01-01T00:00:00Z
Najib ad-Din Samarqandi,https://en.wikipedia.org/wiki/Najib_ad-Din_Samarqandi,Q12194294,https://www.wikidata.org/wiki/Q12194294,male,physician,Khwarazmian Empire,Samarkand,
Al-Nagawri,https://en.wikipedia.org/wiki/Al-Nagawri,Q10859652,https://www.wikidata.org/wiki/Q10859652,male,mathematician; physician,Iran,Amol,
Muhammad ibn Mahmud Amuli,https://en.wikipedia.org/wiki/Muhammad_ibn_Mahmud_Amuli,Q3296224,https://www.wikidata.org/wiki/Q3296224,male,mathematician; physician; poet; religious leader,Iran,Amol,1300-01-01T00:00:00Z
Aqsara'i,https://en.wikipedia.org/wiki/Aqsara%27i,,,,,,,
Zayn-e-Attar,https://en.wikipedia.org/wiki/Zayn-e-Attar,Q8067566,https://www.wikidata.org/wiki/Q8067566,male,physician,Iran,Shiraz,
Mansur ibn Ilyas,https://en.wikipedia.org/wiki/Mansur_ibn_Ilyas,Q2387551,https://www.wikidata.org/wiki/Q2387551,male,physician; writer,Timurid Empire,Shiraz,1250-01-01T00:00:00Z
Nakhshabi,https://en.wikipedia.org/wiki/Nakhshabi,Q2031113,https://www.wikidata.org/wiki/Q2031113,male,poet; translator; writer,,,1301-01-01T00:00:00Z
Sadid al-Din al-Kazaruni,https://en.wikipedia.org/wiki/Sadid_al-Din_al-Kazaruni,Q4116936,https://www.wikidata.org/wiki/Q4116936,male,physician; scholar,Iran,Kazerun,
Najm al-Din Mahmud ibn Ilyas al-Shirazi,https://en.wikipedia.org/wiki/Najm_al-Din_Mahmud_ibn_Ilyas_al-Shirazi,Q6960027,https://www.wikidata.org/wiki/Q6960027,male,physician,Iran,Shiraz,
Qutb al-Din al-Shirazi,https://en.wikipedia.org/wiki/Qutb_al-Din_al-Shirazi,Q729903,https://www.wikidata.org/wiki/Q729903,male,astrologer; astronomer; mathematician; music theorist; philosopher; physician; physicist; poet,Ilkhanate,Kazerun,1236-10-01T00:00:00Z
Masʽud ibn Muhammad Sijzi,https://en.wikipedia.org/wiki/Mas%CA%BDud_ibn_Muhammad_Sijzi,,,,,,,
Yusuf ibn Ismail al-Kutubi,https://en.wikipedia.org/wiki/Yusuf_ibn_Ismail_al-Kutubi,Q6534413,https://www.wikidata.org/wiki/Q6534413,male,physician,,Khoy,
Abu Zayn Kahhal,https://en.wikipedia.org/wiki/Abu_Zayn_Kahhal,Q30314262,https://www.wikidata.org/wiki/Q30314262,male,physician,,,
Husayni Isfahani,https://en.wikipedia.org/wiki/Husayni_Isfahani,Q5948984,https://www.wikidata.org/wiki/Q5948984,male,physician; scientist,,,
Burhan-ud-din Kermani,https://en.wikipedia.org/wiki/Burhan-ud-din_Kermani,Q4116945,https://www.wikidata.org/wiki/Q4116945,male,inventor; physician; scientist,Iran,Kerman,
Muhammad Ali Astarabadi,https://en.wikipedia.org/wiki/Muhammad_Ali_Astarabadi,Q6932377,https://www.wikidata.org/wiki/Q6932377,male,scientist,Iran,Gorgan,
Muhammad ibn Yusuf al-Harawi,https://en.wikipedia.org/wiki/Muhammad_ibn_Yusuf_al-Harawi,Q4116947,https://www.wikidata.org/wiki/Q4116947,male,scientist,Afghanistan,Afghanistan,
Nurbakhshi,https://en.wikipedia.org/wiki/Nurbakhshi,Q7070067,https://www.wikidata.org/wiki/Q7070067,male,mystic; physician,,,
Shaykh Muhammad ibn Thaleb,https://en.wikipedia.org/wiki/Shaykh_Muhammad_ibn_Thaleb,Q7491675,https://www.wikidata.org/wiki/Q7491675,male,physician,Iran,,
Hakim-e-Gilani,https://en.wikipedia.org/wiki/Hakim-e-Gilani,Q5640464,https://www.wikidata.org/wiki/Q5640464,male,physician,Iran,,
Rostam Gorgani,https://en.wikipedia.org/wiki/Rostam_Gorgani,Q7369954,https://www.wikidata.org/wiki/Q7369954,male,physician; scientist,Iran,,
Hakim Humam,https://en.wikipedia.org/wiki/Hakim_Humam,Q115733344,https://www.wikidata.org/wiki/Q115733344,male,civil servant; diplomat; official; physician; royal physician,,,
Sultan Ali Khorasani,https://en.wikipedia.org/wiki/Sultan_Ali_Khorasani,Q7636631,https://www.wikidata.org/wiki/Q7636631,male,inventor,Iran,,
Masih Kashani,https://en.wikipedia.org/wiki/Masih_Kashani,Q50355912,https://www.wikidata.org/wiki/Q50355912,male,physician; poet,,Kashan,1577-01-01T00:00:00Z
Shah-Mohammad Qazvini,https://en.wikipedia.org/wiki/Shah-Mohammad_Qazvini,Q31069161,https://www.wikidata.org/wiki/Q31069161,male,physician; writer,,,
Shifa'i Isfahani,https://en.wikipedia.org/wiki/Shifa%27i_Isfahani,,,,,,,
ʽImad Shirazi,https://en.wikipedia.org/wiki/%CA%BDImad_Shirazi,,,,,,,
Alavi Shirazi,https://en.wikipedia.org/wiki/Alavi_Shirazi,Q4708882,https://www.wikidata.org/wiki/Q4708882,male,physician,,,1670-01-01T00:00:00Z
Hakim Daud,https://en.wikipedia.org/wiki/Hakim_Daud,Q136435474,https://www.wikidata.org/wiki/Q136435474,male,physician,,,
Qiwam al-Din Muhammad al-Hasani,https://en.wikipedia.org/wiki/Qiwam_al-Din_Muhammad_al-Hasani,Q7267966,https://www.wikidata.org/wiki/Q7267966,male,poet,Iran,,
Muhammad Abdolrahman,https://en.wikipedia.org/wiki/Muhammad_Abdolrahman,Q16873116,https://www.wikidata.org/wiki/Q16873116,male,physician,Iran,,
Sati-un-Nissa,https://en.wikipedia.org/wiki/Sati-un-Nissa,Q96039271,https://www.wikidata.org/wiki/Q96039271,female,poet,,Amol,1580-01-01T00:00:00Z
Qurayshi al-Shirazi,https://en.wikipedia.org/wiki/Qurayshi_al-Shirazi,Q7272930,https://www.wikidata.org/wiki/Q7272930,male,writer,Iran,,1501-01-01T00:00:00Z
Tunakabuni,https://en.wikipedia.org/wiki/Tunakabuni,Q7852802,https://www.wikidata.org/wiki/Q7852802,male,physician; scientist,Iran,Tonekabon,
Al-Khurasani al-Shirazi,https://en.wikipedia.org/wiki/Al-Khurasani_al-Shirazi,Q4702713,https://www.wikidata.org/wiki/Q4702713,male,physician,,,
Muhammad Aqa-Kermani,https://en.wikipedia.org/wiki/Muhammad_Aqa-Kermani,Q16146953,https://www.wikidata.org/wiki/Q16146953,male,scientist,Iran,,1701-01-01T00:00:00Z
Muqim Arzani,https://en.wikipedia.org/wiki/Muqim_Arzani,Q5716849,https://www.wikidata.org/wiki/Q5716849,male,physician; scientist,Iran,,
Mahmud ibn Ilyas Shirazi,https://en.wikipedia.org/wiki/Mahmud_ibn_Ilyas_Shirazi,Q6734527,https://www.wikidata.org/wiki/Q6734527,male,physician,Iran,Tabriz,
Mohammad Mehdi ibn Ali Naqi,https://en.wikipedia.org/wiki/Mohammad_Mehdi_ibn_Ali_Naqi,Q6932602,https://www.wikidata.org/wiki/Q6932602,male,physician,,,1728-01-01T00:00:00Z
Nazem al-Atebba,https://en.wikipedia.org/wiki/Nazem_al-Atebba,Q5960936,https://www.wikidata.org/wiki/Q5960936,male,essayist; lexicographer; physician,Iran,Kerman,1847-01-01T00:00:00Z
Ernest Cloquet,https://en.wikipedia.org/wiki/Ernest_Cloquet,Q26263339,https://www.wikidata.org/wiki/Q26263339,male,physician,,Paris,1818-10-11T00:00:00Z
Abubakr Esfarayeni,https://en.wikipedia.org/wiki/Abubakr_Esfarayeni,Q4670514,https://www.wikidata.org/wiki/Q4670514,male,physician,,,
Hajji Baba Afshar,https://en.wikipedia.org/wiki/Hajji_Baba_Afshar,Q6414381,https://www.wikidata.org/wiki/Q6414381,male,physician,,,
Hakim Yazghel Haqnazar,https://en.wikipedia.org/wiki/Hakim_Yazghel_Haqnazar,Q108324930,https://www.wikidata.org/wiki/Q108324930,male,,,,
Ebrahim Hakimi,https://en.wikipedia.org/wiki/Ebrahim_Hakimi,Q722455,https://www.wikidata.org/wiki/Q722455,male,physician; politician,Pahlavi Iran,Tabriz,1871-08-15T00:00:00Z
Jalal al-Din Muhammad al-Isfahani,https://en.wikipedia.org/wiki/Jalal_al-Din_Muhammad_al-Isfahani,Q16866457,https://www.wikidata.org/wiki/Q16866457,male,inventor; physician,Iran,,
David Khan (diplomat),https://en.wikipedia.org/wiki/David_Khan_%28diplomat%29,,,,,,,
Mirza Ali Khan La'li,https://en.wikipedia.org/wiki/Mirza_Ali_Khan_La%27li,,,,,,,
Mirza Mahmud Khan Hakim ol-Molk,https://en.wikipedia.org/wiki/Mirza_Mahmud_Khan_Hakim_ol-Molk,Q11743864,https://www.wikidata.org/wiki/Q11743864,male,physician; politician,Iran,Borujerd,1856-01-01T00:00:00Z
Abdulkhalig Akhundov,https://en.wikipedia.org/wiki/Abdulkhalig_Akhundov,Q16378380,https://www.wikidata.org/wiki/Q16378380,male,opinion journalist; physician; publisher; translator; writer,Azerbaijan Democratic Republic; Pahlavi Iran; Russian Empire,Baku,1863-12-13T00:00:00Z
Abdullah Khan Ahmadieh,https://en.wikipedia.org/wiki/Abdullah_Khan_Ahmadieh,Q5956426,https://www.wikidata.org/wiki/Q5956426,male,philanthropist; physician,Iran,Amol,1886-01-01T00:00:00Z
Azar Andami,https://en.wikipedia.org/wiki/Azar_Andami,Q2875087,https://www.wikidata.org/wiki/Q2875087,female,bacteriologist; university teacher; vaccinologist,Iran,Rasht,1926-12-08T00:00:00Z
Seyed Nasser Emadi,https://en.wikipedia.org/wiki/Seyed_Nasser_Emadi,Q111182898,https://www.wikidata.org/wiki/Q111182898,male,,,,
Mohammad Reza Mokhber Dezfouli,https://en.wikipedia.org/wiki/Mohammad_Reza_Mokhber_Dezfouli,Q5921465,https://www.wikidata.org/wiki/Q5921465,male,physician; politician,Iran,Dezful,1961-01-01T00:00:00Z
Jamaluddin Mostaghimi,https://en.wikipedia.org/wiki/Jamaluddin_Mostaghimi,Q5953767,https://www.wikidata.org/wiki/Q5953767,male,academic,Iran,,1916-01-01T00:00:00Z
Yasamin Mostofi,https://en.wikipedia.org/wiki/Yasamin_Mostofi,Q78702638,https://www.wikidata.org/wiki/Q78702638,female,computer scientist,,,
Alireza Noori,https://en.wikipedia.org/wiki/Alireza_Noori,Q4726891,https://www.wikidata.org/wiki/Q4726891,male,physician; politician; surgeon,Iran,Isfahan,1963-03-28T00:00:00Z
Farrokhroo Parsa,https://en.wikipedia.org/wiki/Farrokhroo_Parsa,Q2986892,https://www.wikidata.org/wiki/Q2986892,female,physician; politician,Iran,Qom,1922-03-22T00:00:00Z
Abdoulreza Soudbakhsh,https://en.wikipedia.org/wiki/Abdoulreza_Soudbakhsh,Q4665188,https://www.wikidata.org/wiki/Q4665188,male,physician,Iran,Tabriz,1949-01-01T00:00:00Z
Badri Teymourtash,https://en.wikipedia.org/wiki/Badri_Teymourtash,Q4841130,https://www.wikidata.org/wiki/Q4841130,female,dentist; physician,Iran,Mashhad,1911-01-01T00:00:00Z
Saba Valadkhan,https://en.wikipedia.org/wiki/Saba_Valadkhan,Q4795299,https://www.wikidata.org/wiki/Q4795299,female,biologist; researcher; university teacher,Iran; United States,,
Ahmad Reza Djalali,https://en.wikipedia.org/wiki/Ahmad_Reza_Djalali,Q31066897,https://www.wikidata.org/wiki/Q31066897,male,physician; researcher,Iran; Sweden,Sarab,1971-01-14T00:00:00Z
Omid Cameron Farokhzad,https://en.wikipedia.org/wiki/Omid_Cameron_Farokhzad,Q64009055,https://www.wikidata.org/wiki/Q64009055,male,scientist,,Tehran,1969-01-01T00:00:00Z
Maryam Lustberg,https://en.wikipedia.org/wiki/Maryam_Lustberg,Q92301825,https://www.wikidata.org/wiki/Q92301825,female,editor; physician,,,1975-01-01T00:00:00Z
Hassan Tarighat Monfared,https://en.wikipedia.org/wiki/Hassan_Tarighat_Monfared,Q5915596,https://www.wikidata.org/wiki/Q5915596,male,physician; politician,Iran,Tehran,1946-01-01T00:00:00Z
Masoumeh Pashaei Bahram,https://en.wikipedia.org/wiki/Masoumeh_Pashaei_Bahram,Q86653695,https://www.wikidata.org/wiki/Q86653695,female,politician,,,1981-01-01T00:00:00Z
Akram Pedramnia,https://en.wikipedia.org/wiki/Akram_Pedramnia,Q56367355,https://www.wikidata.org/wiki/Q56367355,female,literary critic; novelist; physician; poet; translator; writer,,Iran,1969-02-17T00:00:00Z
Yazdan Yazdanpanah,https://en.wikipedia.org/wiki/Yazdan_Yazdanpanah,Q88536415,https://www.wikidata.org/wiki/Q88536415,male,gastroenterologist; infectious disease physician; university teacher,France; Iran,Shiraz,1965-12-27T00:00:00Z
Mohammad Reza Ameli Tehrani,https://en.wikipedia.org/wiki/Mohammad_Reza_Ameli_Tehrani,Q6892323,https://www.wikidata.org/wiki/Q6892323,male,politician,Iran,Tehran,1928-01-01T00:00:00Z
Abul qasim Bakhtiar,https://en.wikipedia.org/wiki/Abul_qasim_Bakhtiar,Q5716296,https://www.wikidata.org/wiki/Q5716296,male,physician,Iran,Borujen,1250-01-01T00:00:00Z
Hassan Farsam,https://en.wikipedia.org/wiki/Hassan_Farsam,Q5679659,https://www.wikidata.org/wiki/Q5679659,male,academic; pharmacist,Iran,Tehran,1932-09-27T00:00:00Z
Nasrollah Moghtader Mojdehi,https://en.wikipedia.org/wiki/Nasrollah_Moghtader_Mojdehi,Q18763746,https://www.wikidata.org/wiki/Q18763746,male,civil servant,,,1921-04-03T00:00:00Z
Borzuya,https://en.wikipedia.org/wiki/Borzuya,Q1017211,https://www.wikidata.org/wiki/Q1017211,male,physician; physicist; politician; translator; writer,,Abarshahr,0500-01-01T00:00:00Z
Gabriel of Sinjar,https://en.wikipedia.org/wiki/Gabriel_of_Sinjar,Q1489905,https://www.wikidata.org/wiki/Q1489905,male,physician,,Sinjar,0600-01-01T00:00:00Z
Aida Rostami,https://en.wikipedia.org/wiki/Aida_Rostami,Q115787019,https://www.wikidata.org/wiki/Q115787019,female,physician,Iran,,1986-01-01T00:00:00Z
Iradj Gandjbaksh,https://en.wikipedia.org/wiki/Iradj_Gandjbaksh,Q17485957,https://www.wikidata.org/wiki/Q17485957,male,physician; surgeon,France,Tehran,1941-11-06T00:00:00Z
